id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label
203,flow-000202,icmp,ssl,S1,44,1484,icmp ssl S1 44->1484 normal,normal
204,flow-000203,udp,ssh,RSTO,470,708,udp ssh RSTO 470->708 normal,normal
205,flow-000204,icmp,other,S0,1370,673,icmp other S0 1370->673 normal,normal
206,flow-000205,icmp,dns,RSTO,720,826,icmp dns RSTO 720->826 normal,normal
207,flow-000206,icmp,smtp,SF,937,389,icmp smtp SF 937->389 normal,normal
208,flow-000207,icmp,other,S0,239,280,icmp other S0 239->280 normal,normal
209,flow-000208,tcp,ftp,RSTR,156,1236,tcp ftp RSTR 156->1236 normal,normal
210,flow-000209,udp,ftp,RSTO,1203,1642,udp ftp RSTO 1203->1642 normal,normal
211,flow-000210,tcp,dns,RSTR,232,70,tcp dns RSTR 232->70 normal,normal
212,flow-000211,udp,http,SF,1914,525,udp http SF 1914->525 normal,normal
213,flow-000212,udp,ssh,REJ,595,534,udp ssh REJ 595->534 normal,normal
214,flow-000213,udp,dns,RSTO,9,84,udp dns RSTO 9->84 attack,attack
215,flow-000214,udp,http,S0,131,509,udp http S0 131->509 normal,normal
216,flow-000215,tcp,ssh,REJ,272,28,tcp ssh REJ 272->28 attack,attack
217,flow-000216,udp,ftp,REJ,447,912,udp ftp REJ 447->912 normal,normal
218,flow-000217,tcp,ssh,REJ,557,825,tcp ssh REJ 557->825 normal,normal
219,flow-000218,tcp,ssl,RSTO,1147,990,tcp ssl RSTO 1147->990 attack,attack
220,flow-000219,udp,smtp,S1,1015,1302,udp smtp S1 1015->1302 normal,normal
221,flow-000220,tcp,ftp,REJ,236,1279,tcp ftp REJ 236->1279 normal,normal
222,flow-000221,tcp,smtp,RSTO,199,1053,tcp smtp RSTO 199->1053 normal,normal
223,flow-000222,udp,ssl,S0,16,2052,udp ssl S0 16->2052 normal,normal
224,flow-000223,udp,ssl,RSTR,276,94,udp ssl RSTR 276->94 normal,normal
225,flow-000224,udp,smtp,RSTR,842,1474,udp smtp RSTR 842->1474 attack,attack
226,flow-000225,tcp,http,S0,1061,559,tcp http S0 1061->559 normal,normal
227,flow-000226,udp,ssl,S0,1325,879,udp ssl S0 1325->879 normal,normal
228,flow-000227,icmp,smtp,REJ,332,595,icmp smtp REJ 332->595 normal,normal
229,flow-000228,tcp,smtp,S1,319,1378,tcp smtp S1 319->1378 normal,normal
230,flow-000229,tcp,ftp,S0,796,1410,tcp ftp S0 796->1410 normal,normal
231,flow-000230,icmp,ftp,RSTO,168,1299,icmp ftp RSTO 168->1299 normal,normal
232,flow-000231,icmp,smtp,SF,105,1116,icmp smtp SF 105->1116 normal,normal
233,flow-000232,udp,http,RSTO,863,270,udp http RSTO 863->270 normal,normal
234,flow-000233,udp,dns,SF,1297,474,udp dns SF 1297->474 normal,normal
235,flow-000234,icmp,http,RSTR,350,967,icmp http RSTR 350->967 normal,normal
236,flow-000235,tcp,ssl,S1,368,1529,tcp ssl S1 368->1529 normal,normal
237,flow-000236,icmp,other,REJ,838,1698,icmp other REJ 838->1698 normal,normal
238,flow-000237,tcp,dns,S1,1057,226,tcp dns S1 1057->226 attack,attack
239,flow-000238,udp,dns,S1,1012,685,udp dns S1 1012->685 normal,normal
240,flow-000239,tcp,ssh,S1,498,51,tcp ssh S1 498->51 normal,normal
241,flow-000240,udp,other,REJ,723,831,udp other REJ 723->831 normal,normal
242,flow-000241,udp,smtp,SF,918,547,udp smtp SF 918->547 normal,normal
243,flow-000242,icmp,ssl,REJ,1014,33,icmp ssl REJ 1014->33 normal,normal
244,flow-000243,udp,smtp,RSTO,721,555,udp smtp RSTO 721->555 normal,normal
245,flow-000244,icmp,http,RSTO,274,1777,icmp http RSTO 274->1777 normal,normal
246,flow-000245,icmp,other,SF,1065,46,icmp other SF 1065->46 attack,attack
247,flow-000246,icmp,other,RSTO,708,1506,icmp other RSTO 708->1506 normal,normal
248,flow-000247,udp,other,RSTR,508,604,udp other RSTR 508->604 attack,attack
249,flow-000248,icmp,ssh,REJ,974,1076,icmp ssh REJ 974->1076 normal,normal
250,flow-000249,icmp,ssl,SF,1586,773,icmp ssl SF 1586->773 normal,normal
251,flow-000250,tcp,smtp,RSTR,670,1626,tcp smtp RSTR 670->1626 normal,normal
252,flow-000251,icmp,http,RSTR,392,873,icmp http RSTR 392->873 normal,normal
253,flow-000252,tcp,dns,REJ,978,1648,tcp dns REJ 978->1648 normal,normal
254,flow-000253,udp,ftp,RSTR,1265,1286,udp ftp RSTR 1265->1286 normal,normal
255,flow-000254,tcp,dns,S0,458,128,tcp dns S0 458->128 attack,attack
256,flow-000255,tcp,ssh,S0,419,1310,tcp ssh S0 419->1310 normal,normal
257,flow-000256,udp,smtp,RSTR,247,1273,udp smtp RSTR 247->1273 attack,attack
258,flow-000257,icmp,dns,RSTR,1728,1522,icmp dns RSTR 1728->1522 normal,normal
259,flow-000258,icmp,http,RSTO,263,475,icmp http RSTO 263->475 normal,normal
260,flow-000259,icmp,ftp,S0,227,91,icmp ftp S0 227->91 normal,normal
261,flow-000260,udp,dns,RSTR,450,453,udp dns RSTR 450->453 normal,normal
262,flow-000261,tcp,dns,S0,332,160,tcp dns S0 332->160 attack,attack
263,flow-000262,tcp,ssl,RSTR,790,523,tcp ssl RSTR 790->523 normal,normal
264,flow-000263,tcp,dns,RSTR,213,815,tcp dns RSTR 213->815 normal,normal
265,flow-000264,icmp,dns,S1,1089,793,icmp dns S1 1089->793 normal,normal
266,flow-000265,udp,ftp,S1,775,151,udp ftp S1 775->151 normal,normal
267,flow-000266,udp,ssh,SF,1105,155,udp ssh SF 1105->155 normal,normal
268,flow-000267,tcp,ssl,RSTO,462,217,tcp ssl RSTO 462->217 normal,normal
269,flow-000268,tcp,dns,RSTO,1120,704,tcp dns RSTO 1120->704 normal,normal
270,flow-000269,icmp,smtp,S1,447,34,icmp smtp S1 447->34 normal,normal
271,flow-000270,tcp,ftp,S0,962,287,tcp ftp S0 962->287 normal,normal
272,flow-000271,icmp,ftp,REJ,449,416,icmp ftp REJ 449->416 normal,normal
273,flow-000272,udp,ssh,S0,890,1120,udp ssh S0 890->1120 normal,normal
274,flow-000273,udp,ftp,S0,50,1156,udp ftp S0 50->1156 normal,normal
275,flow-000274,icmp,dns,RSTO,870,731,icmp dns RSTO 870->731 normal,normal
276,flow-000275,tcp,other,RSTR,272,995,tcp other RSTR 272->995 normal,normal
277,flow-000276,tcp,smtp,SF,499,710,tcp smtp SF 499->710 normal,normal
278,flow-000277,tcp,ssh,S0,287,386,tcp ssh S0 287->386 normal,normal
279,flow-000278,tcp,other,S0,451,463,tcp other S0 451->463 normal,normal
280,flow-000279,icmp,ssl,S0,98,1639,icmp ssl S0 98->1639 normal,normal
281,flow-000280,icmp,other,S1,111,374,icmp other S1 111->374 normal,normal
282,flow-000281,icmp,ssh,SF,1163,251,icmp ssh SF 1163->251 attack,attack
283,flow-000282,udp,ftp,REJ,216,143,udp ftp REJ 216->143 normal,normal
284,flow-000283,icmp,http,S0,125,1161,icmp http S0 125->1161 normal,normal
285,flow-000284,tcp,other,SF,949,1046,tcp other SF 949->1046 normal,normal
286,flow-000285,icmp,smtp,REJ,794,1048,icmp smtp REJ 794->1048 normal,normal
287,flow-000286,udp,dns,S1,516,364,udp dns S1 516->364 attack,attack
288,flow-000287,icmp,http,SF,1062,971,icmp http SF 1062->971 attack,attack
289,flow-000288,udp,ssl,REJ,434,97,udp ssl REJ 434->97 normal,normal
290,flow-000289,udp,dns,SF,851,665,udp dns SF 851->665 normal,normal
291,flow-000290,icmp,ssh,S1,307,956,icmp ssh S1 307->956 attack,attack
292,flow-000291,icmp,smtp,RSTR,156,1134,icmp smtp RSTR 156->1134 attack,attack
293,flow-000292,tcp,other,RSTO,14,648,tcp other RSTO 14->648 normal,normal
294,flow-000293,icmp,other,SF,237,512,icmp other SF 237->512 normal,normal
295,flow-000294,tcp,smtp,S1,495,676,tcp smtp S1 495->676 normal,normal
296,flow-000295,icmp,ssl,REJ,514,304,icmp ssl REJ 514->304 normal,normal
297,flow-000296,udp,ssl,REJ,1110,554,udp ssl REJ 1110->554 attack,attack
298,flow-000297,udp,ssh,RSTO,1145,1473,udp ssh RSTO 1145->1473 normal,normal
299,flow-000298,icmp,ftp,S1,1106,82,icmp ftp S1 1106->82 normal,normal
300,flow-000299,tcp,smtp,RSTO,888,412,tcp smtp RSTO 888->412 normal,normal
301,flow-000300,tcp,other,RSTR,890,478,tcp other RSTR 890->478 normal,normal
302,flow-000301,udp,other,SF,671,711,udp other SF 671->711 normal,normal
303,flow-000302,udp,ssl,RSTR,792,1067,udp ssl RSTR 792->1067 normal,normal
304,flow-000303,icmp,dns,S1,138,506,icmp dns S1 138->506 attack,attack
305,flow-000304,icmp,http,S1,967,675,icmp http S1 967->675 normal,normal
306,flow-000305,icmp,ftp,RSTR,117,1152,icmp ftp RSTR 117->1152 attack,attack
307,flow-000306,udp,dns,REJ,809,36,udp dns REJ 809->36 normal,normal
308,flow-000307,udp,dns,S0,276,1239,udp dns S0 276->1239 attack,attack
309,flow-000308,udp,smtp,S1,850,2046,udp smtp S1 850->2046 normal,normal
310,flow-000309,udp,http,S1,443,674,udp http S1 443->674 normal,normal
311,flow-000310,icmp,smtp,S0,491,1026,icmp smtp S0 491->1026 attack,attack
312,flow-000311,udp,ssl,SF,968,480,udp ssl SF 968->480 attack,attack
313,flow-000312,icmp,ssl,S1,138,127,icmp ssl S1 138->127 normal,normal
314,flow-000313,udp,other,SF,557,856,udp other SF 557->856 normal,normal
315,flow-000314,udp,ssh,RSTO,300,1147,udp ssh RSTO 300->1147 normal,normal
316,flow-000315,udp,dns,SF,520,1222,udp dns SF 520->1222 normal,normal
317,flow-000316,udp,http,S1,505,163,udp http S1 505->163 normal,normal
318,flow-000317,icmp,ssl,SF,978,1159,icmp ssl SF 978->1159 normal,normal
319,flow-000318,udp,smtp,REJ,830,580,udp smtp REJ 830->580 attack,attack
320,flow-000319,icmp,dns,REJ,651,109,icmp dns REJ 651->109 normal,normal
321,flow-000320,icmp,smtp,SF,58,634,icmp smtp SF 58->634 attack,attack
322,flow-000321,udp,other,RSTR,744,829,udp other RSTR 744->829 normal,normal
323,flow-000322,udp,other,S1,895,513,udp other S1 895->513 normal,normal
324,flow-000323,tcp,dns,SF,105,657,tcp dns SF 105->657 normal,normal
325,flow-000324,icmp,ssl,RSTO,1325,128,icmp ssl RSTO 1325->128 normal,normal
326,flow-000325,udp,other,RSTO,885,948,udp other RSTO 885->948 normal,normal
327,flow-000326,tcp,other,S1,176,961,tcp other S1 176->961 normal,normal
