id,data_subject_id,host,event_id,text
157,user1612,PC-703,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-703
158,user1688,PC-237,4625,Scheduled task created. Name: my by user1688
159,user1073,PC-558,4698,An account was successfully logged on. User: user1073 from PC-558
160,user1361,PC-435,4697,An account was successfully logged on. User: user1361 from PC-435
161,user1611,PC-273,4625,Scheduled task created. Name: when by user1611
162,user1962,PC-523,4698,An account was locked out. User: user1962
163,user1473,PC-986,4697,A logon attempt was made using explicit credentials. User: user1473
164,user1925,PC-442,7045,A logon attempt was made using explicit credentials. User: user1925
165,user1821,PC-185,7045,Scheduled task created. Name: recent by user1821
166,user1635,PC-280,4698,A service was installed in the system. Service: always by user1635
167,user1200,PC-610,4625,Scheduled task created. Name: hundred by user1200
168,user1390,PC-743,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-743
169,user1546,PC-326,4625,An account was successfully logged on. User: user1546 from PC-326
170,user1470,PC-554,1116,A logon attempt was made using explicit credentials. User: user1470
171,user1591,PC-682,4698,A service was installed in the system. Service: tell by user1591
172,user1197,PC-271,4625,An account was successfully logged on. User: user1197 from PC-271
173,user1365,PC-965,4624,A logon attempt was made using explicit credentials. User: user1365
174,user1597,PC-821,4698,An account was locked out. User: user1597
175,user1400,PC-959,4625,An account was locked out. User: user1400
176,user1712,PC-102,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-102
177,user1272,PC-187,4624,Scheduled task created. Name: write by user1272
178,user1975,PC-377,4624,An account was locked out. User: user1975
179,user1479,PC-949,4697,Scheduled task created. Name: black by user1479
180,user1666,PC-925,4698,Scheduled task created. Name: one by user1666
181,user1167,PC-648,4625,A logon attempt was made using explicit credentials. User: user1167
182,user1953,PC-478,4697,A logon attempt was made using explicit credentials. User: user1953
183,user1493,PC-271,4698,A logon attempt was made using explicit credentials. User: user1493
184,user1865,PC-714,1116,A logon attempt was made using explicit credentials. User: user1865
185,user1153,PC-882,4698,An account was successfully logged on. User: user1153 from PC-882
186,user1484,PC-833,4625,An account was locked out. User: user1484
187,user1520,PC-107,4698,Scheduled task created. Name: role by user1520
188,user1009,PC-469,4624,A logon attempt was made using explicit credentials. User: user1009
189,user1086,PC-245,4624,An account was locked out. User: user1086
190,user1208,PC-572,4624,A service was installed in the system. Service: region by user1208
191,user1318,PC-853,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-853
192,user1599,PC-351,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-351
193,user1688,PC-326,4624,An account was successfully logged on. User: user1688 from PC-326
194,user1245,PC-799,7045,An account was locked out. User: user1245
195,user1350,PC-501,7045,An account was locked out. User: user1350
196,user1965,PC-655,1116,An account was successfully logged on. User: user1965 from PC-655
197,user1179,PC-456,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-456
198,user1853,PC-411,1116,A logon attempt was made using explicit credentials. User: user1853
199,user1122,PC-494,4697,Scheduled task created. Name: cultural by user1122
200,user1854,PC-923,1116,An account was successfully logged on. User: user1854 from PC-923
201,user1735,PC-942,4697,An account was successfully logged on. User: user1735 from PC-942
202,user1002,PC-769,4698,A service was installed in the system. Service: present by user1002
203,user1203,PC-992,4625,A service was installed in the system. Service: none by user1203
204,user1098,PC-191,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-191
205,user1585,PC-339,4697,A logon attempt was made using explicit credentials. User: user1585
206,user1527,PC-963,4698,A service was installed in the system. Service: several by user1527
207,user1079,PC-675,4697,An account was successfully logged on. User: user1079 from PC-675
208,user1912,PC-498,4698,A logon attempt was made using explicit credentials. User: user1912
209,user1660,PC-554,4697,A logon attempt was made using explicit credentials. User: user1660
210,user1645,PC-933,7045,Scheduled task created. Name: certainly by user1645
211,user1614,PC-855,7045,A service was installed in the system. Service: million by user1614
212,user1311,PC-736,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-736
213,user1021,PC-800,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-800
214,user1736,PC-963,4625,An account was successfully logged on. User: user1736 from PC-963
215,user1665,PC-962,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-962
216,user1166,PC-246,4624,An account was locked out. User: user1166
217,user1640,PC-488,4698,A logon attempt was made using explicit credentials. User: user1640
218,user1200,PC-494,4697,A service was installed in the system. Service: marriage by user1200
219,user1347,PC-696,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-696
220,user1258,PC-890,4697,Scheduled task created. Name: style by user1258
221,user1265,PC-328,4698,A service was installed in the system. Service: read by user1265
223,user1116,PC-682,4624,An account was successfully logged on. User: user1116 from PC-682
224,user1363,PC-448,4624,An account was locked out. User: user1363
225,user1872,PC-615,1116,An account was successfully logged on. User: user1872 from PC-615
226,user1092,PC-722,1116,An account was successfully logged on. User: user1092 from PC-722
227,user1822,PC-603,4625,Scheduled task created. Name: method by user1822
228,user1158,PC-978,4698,A service was installed in the system. Service: all by user1158
229,user1336,PC-184,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-184
230,user1540,PC-768,4697,An account was locked out. User: user1540
231,user1639,PC-828,7045,A service was installed in the system. Service: shake by user1639
232,user1294,PC-702,7045,Scheduled task created. Name: across by user1294
233,user1671,PC-846,4698,Scheduled task created. Name: safe by user1671
234,user1512,PC-552,4698,A service was installed in the system. Service: choice by user1512
235,user1658,PC-672,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-672
236,user1212,PC-615,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-615
237,user1974,PC-223,4697,A logon attempt was made using explicit credentials. User: user1974
238,user1305,PC-325,4625,A service was installed in the system. Service: color by user1305
239,user1857,PC-552,1116,Scheduled task created. Name: degree by user1857
240,user1858,PC-553,4624,Scheduled task created. Name: loss by user1858
241,user1179,PC-598,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-598
242,user1406,PC-419,7045,A logon attempt was made using explicit credentials. User: user1406
243,user1838,PC-993,7045,A service was installed in the system. Service: charge by user1838
245,user1437,PC-887,4697,Scheduled task created. Name: establish by user1437
246,user1926,PC-981,7045,Scheduled task created. Name: song by user1926
247,user1142,PC-829,4625,A service was installed in the system. Service: western by user1142
248,user1938,PC-447,4698,Scheduled task created. Name: wife by user1938
249,user1455,PC-553,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-553
250,user1816,PC-215,1116,An account was locked out. User: user1816
251,user1924,PC-928,1116,An account was locked out. User: user1924
252,user1778,PC-174,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-174
253,user1616,PC-631,7045,Scheduled task created. Name: from by user1616
254,user1804,PC-543,4625,An account was locked out. User: user1804
255,user1798,PC-202,4697,A service was installed in the system. Service: star by user1798
256,user1465,PC-171,7045,An account was successfully logged on. User: user1465 from PC-171
257,user1378,PC-506,4698,A service was installed in the system. Service: his by user1378
258,user1561,PC-726,7045,An account was locked out. User: user1561
259,user1125,PC-481,7045,A service was installed in the system. Service: than by user1125
260,user1760,PC-880,4697,An account was locked out. User: user1760
261,user1915,PC-852,4698,A logon attempt was made using explicit credentials. User: user1915
262,user1080,PC-145,4697,An account was successfully logged on. User: user1080 from PC-145
263,user1587,PC-409,4697,Scheduled task created. Name: with by user1587
264,user1152,PC-782,4624,A logon attempt was made using explicit credentials. User: user1152
265,user1063,PC-633,7045,A service was installed in the system. Service: explain by user1063
266,user1595,PC-117,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-117
267,user1885,PC-722,4697,A service was installed in the system. Service: health by user1885
268,user1263,PC-800,4697,An account was successfully logged on. User: user1263 from PC-800
269,user1367,PC-479,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-479
270,user1794,PC-181,1116,An account was locked out. User: user1794
271,user1818,PC-396,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-396
272,user1470,PC-123,4698,An account was successfully logged on. User: user1470 from PC-123
273,user1010,PC-252,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-252
274,user1938,PC-321,4625,An account was locked out. User: user1938
275,user1267,PC-669,4698,A logon attempt was made using explicit credentials. User: user1267
276,user1303,PC-439,4624,Scheduled task created. Name: herself by user1303
277,user1950,PC-799,1116,A service was installed in the system. Service: author by user1950
278,user1588,PC-773,4698,An account was successfully logged on. User: user1588 from PC-773
279,user1618,PC-353,1116,An account was locked out. User: user1618
280,user1371,PC-136,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-136
281,user1897,PC-383,4698,A service was installed in the system. Service: former by user1897
282,user1101,PC-863,4698,Scheduled task created. Name: line by user1101
283,user1544,PC-694,4698,Scheduled task created. Name: capital by user1544
284,user1266,PC-629,1116,A logon attempt was made using explicit credentials. User: user1266
285,user1734,PC-305,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-305
286,user1121,PC-538,4624,An account was locked out. User: user1121
287,user1038,PC-152,1116,An account was locked out. User: user1038
288,user1841,PC-679,4697,A logon attempt was made using explicit credentials. User: user1841
289,user1339,PC-603,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-603
290,user1725,PC-300,1116,An account was locked out. User: user1725
291,user1496,PC-456,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-456
292,user1402,PC-993,1116,A logon attempt was made using explicit credentials. User: user1402
293,user1613,PC-213,4697,An account was locked out. User: user1613
294,user1053,PC-345,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-345
295,user1477,PC-592,4697,A service was installed in the system. Service: test by user1477
297,user1624,PC-933,4625,A logon attempt was made using explicit credentials. User: user1624
298,user1129,PC-392,1116,An account was locked out. User: user1129
299,user1433,PC-621,4698,Scheduled task created. Name: never by user1433
300,user1120,PC-644,4624,A logon attempt was made using explicit credentials. User: user1120
301,user1177,PC-554,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-554
302,user1840,PC-699,1116,An account was locked out. User: user1840
303,user1512,PC-851,4624,Scheduled task created. Name: single by user1512
304,user1858,PC-996,1116,A service was installed in the system. Service: benefit by user1858
305,user1854,PC-829,1116,An account was locked out. User: user1854
306,user1549,PC-614,4698,An account was successfully logged on. User: user1549 from PC-614
307,user1895,PC-138,4624,An account was successfully logged on. User: user1895 from PC-138
308,user1980,PC-923,4697,A logon attempt was made using explicit credentials. User: user1980
309,user1597,PC-504,1116,A service was installed in the system. Service: draw by user1597
310,user1516,PC-976,4624,A service was installed in the system. Service: player by user1516
311,user1926,PC-262,4698,A service was installed in the system. Service: star by user1926
312,user1626,PC-264,1116,A service was installed in the system. Service: once by user1626
313,user1300,PC-726,4697,An account was successfully logged on. User: user1300 from PC-726
314,user1929,PC-675,4624,An account was locked out. User: user1929
315,user1007,PC-206,7045,A logon attempt was made using explicit credentials. User: user1007
316,user1011,PC-589,7045,A logon attempt was made using explicit credentials. User: user1011
317,user1342,PC-455,1116,A logon attempt was made using explicit credentials. User: user1342
318,user1321,PC-893,1116,Scheduled task created. Name: girl by user1321
319,user1810,PC-731,4697,A service was installed in the system. Service: reduce by user1810
320,user1792,PC-466,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-466
321,user1280,PC-861,1116,An account was locked out. User: user1280
322,user1562,PC-921,1116,An account was locked out. User: user1562
323,user1873,PC-303,4698,An account was successfully logged on. User: user1873 from PC-303
324,user1098,PC-117,1116,A service was installed in the system. Service: investment by user1098
325,user1244,PC-877,4624,A service was installed in the system. Service: property by user1244
326,user1319,PC-855,4624,An account was locked out. User: user1319
327,user1989,PC-173,4624,An account was locked out. User: user1989
328,user1471,PC-317,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-317
330,user1881,PC-789,7045,An account was successfully logged on. User: user1881 from PC-789
331,user1542,PC-632,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-632
332,user1550,PC-423,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-423
333,user1434,PC-290,7045,A logon attempt was made using explicit credentials. User: user1434
335,user1397,PC-216,4624,An account was locked out. User: user1397
336,user1690,PC-500,1116,A service was installed in the system. Service: it by user1690
337,user1401,PC-243,4697,A service was installed in the system. Service: wonder by user1401
338,user1883,PC-522,7045,An account was successfully logged on. User: user1883 from PC-522
339,user1241,PC-213,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-213
340,user1509,PC-140,1116,Scheduled task created. Name: mission by user1509
341,user1083,PC-394,4625,An account was successfully logged on. User: user1083 from PC-394
342,user1022,PC-634,4698,An account was successfully logged on. User: user1022 from PC-634
343,user1915,PC-900,4697,Scheduled task created. Name: political by user1915
344,user1347,PC-234,4625,A service was installed in the system. Service: finish by user1347
345,user1131,PC-919,4625,Scheduled task created. Name: story by user1131
346,user1787,PC-778,4698,An account was locked out. User: user1787
347,user1761,PC-171,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-171
348,user1885,PC-138,7045,An account was successfully logged on. User: user1885 from PC-138
349,user1263,PC-462,4625,A logon attempt was made using explicit credentials. User: user1263
350,user1810,PC-104,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-104
351,user1925,PC-808,4625,A service was installed in the system. Service: role by user1925
352,user1113,PC-250,4698,An account was successfully logged on. User: user1113 from PC-250
353,user1076,PC-603,7045,An account was locked out. User: user1076
354,user1144,PC-949,4697,An account was successfully logged on. User: user1144 from PC-949
355,user1759,PC-842,4624,Scheduled task created. Name: kind by user1759
356,user1467,PC-739,4624,An account was locked out. User: user1467
357,user1901,PC-845,4697,An account was successfully logged on. User: user1901 from PC-845
358,user1521,PC-604,7045,A logon attempt was made using explicit credentials. User: user1521
360,user1059,PC-852,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-852
361,user1886,PC-285,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-285
362,user1225,PC-447,4625,A service was installed in the system. Service: because by user1225
363,user1568,PC-828,7045,Scheduled task created. Name: remain by user1568
364,user1015,PC-713,4698,Scheduled task created. Name: suffer by user1015
366,user1811,PC-323,4625,A logon attempt was made using explicit credentials. User: user1811
367,user1145,PC-832,4625,Scheduled task created. Name: carry by user1145
369,user1440,PC-327,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-327
370,user1153,PC-471,4697,An account was locked out. User: user1153
371,user1414,PC-324,7045,A logon attempt was made using explicit credentials. User: user1414
372,user1424,PC-903,4624,Scheduled task created. Name: agree by user1424
373,user1834,PC-962,1116,A logon attempt was made using explicit credentials. User: user1834
374,user1260,PC-457,4624,An account was locked out. User: user1260
375,user1106,PC-150,4698,An account was locked out. User: user1106
376,user1286,PC-602,4624,An account was successfully logged on. User: user1286 from PC-602
377,user1415,PC-545,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-545
378,user1107,PC-652,7045,An account was successfully logged on. User: user1107 from PC-652
379,user1158,PC-264,4624,An account was successfully logged on. User: user1158 from PC-264
380,user1191,PC-129,7045,A service was installed in the system. Service: determine by user1191
381,user1169,PC-992,1116,A logon attempt was made using explicit credentials. User: user1169
382,user1840,PC-332,1116,Scheduled task created. Name: respond by user1840
383,user1679,PC-569,7045,A service was installed in the system. Service: follow by user1679
384,user1068,PC-378,7045,A logon attempt was made using explicit credentials. User: user1068
385,user1138,PC-893,7045,An account was locked out. User: user1138
386,user1545,PC-991,4624,An account was successfully logged on. User: user1545 from PC-991
387,user1332,PC-663,4698,Scheduled task created. Name: clear by user1332
388,user1033,PC-551,7045,A service was installed in the system. Service: record by user1033
389,user1372,PC-440,4698,An account was locked out. User: user1372
390,user1202,PC-973,4624,An account was successfully logged on. User: user1202 from PC-973
391,user1050,PC-298,1116,An account was successfully logged on. User: user1050 from PC-298
392,user1060,PC-678,4625,An account was successfully logged on. User: user1060 from PC-678
393,user1220,PC-958,1116,A logon attempt was made using explicit credentials. User: user1220
394,user1153,PC-291,4697,Scheduled task created. Name: race by user1153
395,user1041,PC-702,1116,A logon attempt was made using explicit credentials. User: user1041
396,user1562,PC-866,7045,Scheduled task created. Name: staff by user1562
397,user1706,PC-810,4624,An account was locked out. User: user1706
398,user1429,PC-170,4625,An account was locked out. User: user1429
399,user1670,PC-630,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-630
400,user1353,PC-500,7045,A logon attempt was made using explicit credentials. User: user1353
401,user1929,PC-270,4698,A logon attempt was made using explicit credentials. User: user1929
402,user1308,PC-823,4625,An account was locked out. User: user1308
403,user1694,PC-133,1116,A service was installed in the system. Service: movie by user1694
404,user1554,PC-121,7045,Scheduled task created. Name: who by user1554
405,user1517,PC-945,4697,Scheduled task created. Name: from by user1517
406,user1782,PC-498,7045,A service was installed in the system. Service: town by user1782
407,user1623,PC-959,4697,An account was successfully logged on. User: user1623 from PC-959
408,user1322,PC-195,4698,Scheduled task created. Name: pass by user1322
409,user1371,PC-655,4625,An account was successfully logged on. User: user1371 from PC-655
410,user1377,PC-458,7045,A logon attempt was made using explicit credentials. User: user1377
411,user1573,PC-462,4625,Scheduled task created. Name: executive by user1573
412,user1399,PC-397,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-397
413,user1421,PC-987,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-987
414,user1028,PC-557,4624,A service was installed in the system. Service: political by user1028
415,user1140,PC-989,4625,A service was installed in the system. Service: interest by user1140
416,user1089,PC-694,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-694
