id,data_subject_id,host,event_id,text
65,user1233,PC-162,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-162
66,user1661,PC-123,7045,A logon attempt was made using explicit credentials. User: user1661
67,user1313,PC-904,1116,A logon attempt was made using explicit credentials. User: user1313
68,user1332,PC-649,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-649
69,user1867,PC-751,7045,An account was successfully logged on. User: user1867 from PC-751
70,user1402,PC-271,4625,Scheduled task created. Name: message by user1402
71,user1522,PC-534,7045,A logon attempt was made using explicit credentials. User: user1522
72,user1672,PC-110,4624,A logon attempt was made using explicit credentials. User: user1672
73,user1234,PC-205,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-205
74,user1492,PC-590,1116,An account was locked out. User: user1492
75,user1738,PC-541,4698,An account was successfully logged on. User: user1738 from PC-541
76,user1028,PC-517,4698,An account was successfully logged on. User: user1028 from PC-517
77,user1607,PC-679,1116,A service was installed in the system. Service: manage by user1607
78,user1190,PC-432,4698,An account was locked out. User: user1190
79,user1252,PC-928,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-928
80,user1064,PC-184,7045,Scheduled task created. Name: nature by user1064
81,user1443,PC-769,4625,A service was installed in the system. Service: all by user1443
82,user1010,PC-326,4698,Scheduled task created. Name: ago by user1010
83,user1304,PC-351,4624,A logon attempt was made using explicit credentials. User: user1304
84,user1966,PC-280,4697,An account was locked out. User: user1966
85,user1521,PC-274,4625,A logon attempt was made using explicit credentials. User: user1521
86,user1165,PC-248,4698,An account was locked out. User: user1165
87,user1523,PC-141,4625,Scheduled task created. Name: than by user1523
88,user1956,PC-315,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-315
89,user1682,PC-527,4624,Scheduled task created. Name: campaign by user1682
90,user1869,PC-429,4697,A logon attempt was made using explicit credentials. User: user1869
91,user1654,PC-360,4698,A logon attempt was made using explicit credentials. User: user1654
92,user1935,PC-606,4625,Scheduled task created. Name: central by user1935
93,user1958,PC-661,4625,An account was successfully logged on. User: user1958 from PC-661
94,user1040,PC-843,7045,An account was successfully logged on. User: user1040 from PC-843
95,user1488,PC-848,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-848
96,user1779,PC-112,7045,A service was installed in the system. Service: loss by user1779
97,user1061,PC-861,4625,An account was successfully logged on. User: user1061 from PC-861
98,user1565,PC-242,4624,An account was successfully logged on. User: user1565 from PC-242
99,user1294,PC-834,4625,An account was locked out. User: user1294
100,user1051,PC-868,4698,A logon attempt was made using explicit credentials. User: user1051
101,user1465,PC-802,1116,An account was locked out. User: user1465
102,user1635,PC-719,4697,Scheduled task created. Name: ten by user1635
103,user1063,PC-302,4697,A logon attempt was made using explicit credentials. User: user1063
105,user1812,PC-594,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-594
106,user1774,PC-183,7045,An account was successfully logged on. User: user1774 from PC-183
107,user1215,PC-477,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-477
108,user1101,PC-161,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-161
109,user1892,PC-608,7045,A logon attempt was made using explicit credentials. User: user1892
110,user1571,PC-607,7045,Scheduled task created. Name: move by user1571
111,user1323,PC-131,1116,A logon attempt was made using explicit credentials. User: user1323
112,user1389,PC-468,4697,An account was locked out. User: user1389
113,user1242,PC-294,4698,A logon attempt was made using explicit credentials. User: user1242
114,user1391,PC-401,4698,A service was installed in the system. Service: work by user1391
115,user1556,PC-103,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-103
116,user1980,PC-294,1116,A service was installed in the system. Service: somebody by user1980
117,user1968,PC-460,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-460
118,user1490,PC-898,4625,An account was successfully logged on. User: user1490 from PC-898
119,user1639,PC-430,4624,A logon attempt was made using explicit credentials. User: user1639
120,user1013,PC-317,4625,An account was successfully logged on. User: user1013 from PC-317
121,user1591,PC-174,7045,Scheduled task created. Name: my by user1591
122,user1075,PC-360,4698,An account was successfully logged on. User: user1075 from PC-360
123,user1450,PC-394,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-394
124,user1420,PC-545,1116,A service was installed in the system. Service: still by user1420
125,user1355,PC-198,4624,An account was locked out. User: user1355
126,user1085,PC-908,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-908
127,user1207,PC-586,1116,An account was successfully logged on. User: user1207 from PC-586
128,user1702,PC-841,4698,A logon attempt was made using explicit credentials. User: user1702
129,user1163,PC-930,4698,A service was installed in the system. Service: gun by user1163
130,user1239,PC-876,4625,Scheduled task created. Name: middle by user1239
131,user1657,PC-870,4624,Scheduled task created. Name: rule by user1657
132,user1787,PC-251,4698,A service was installed in the system. Service: message by user1787
133,user1553,PC-652,7045,An account was successfully logged on. User: user1553 from PC-652
134,user1315,PC-289,4625,Scheduled task created. Name: according by user1315
135,user1019,PC-386,4624,An account was locked out. User: user1019
136,user1062,PC-808,7045,Scheduled task created. Name: see by user1062
137,user1908,PC-433,4698,An account was locked out. User: user1908
138,user1528,PC-869,4624,A service was installed in the system. Service: book by user1528
139,user1777,PC-500,1116,A logon attempt was made using explicit credentials. User: user1777
140,user1300,PC-951,7045,Scheduled task created. Name: day by user1300
141,user1147,PC-944,4697,A service was installed in the system. Service: beautiful by user1147
142,user1077,PC-274,4698,A logon attempt was made using explicit credentials. User: user1077
143,user1772,PC-707,7045,A service was installed in the system. Service: knowledge by user1772
144,user1256,PC-843,4624,An account was successfully logged on. User: user1256 from PC-843
145,user1174,PC-909,4697,A service was installed in the system. Service: strategy by user1174
146,user1062,PC-854,1116,A logon attempt was made using explicit credentials. User: user1062
147,user1441,PC-863,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-863
148,user1790,PC-888,4697,An account was locked out. User: user1790
149,user1072,PC-779,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-779
150,user1660,PC-113,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-113
151,user1532,PC-961,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-961
152,user1898,PC-164,4625,A service was installed in the system. Service: bad by user1898
153,user1232,PC-273,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-273
154,user1540,PC-535,7045,An account was successfully logged on. User: user1540 from PC-535
155,user1966,PC-462,4698,Scheduled task created. Name: some by user1966
156,user1442,PC-572,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-572
157,user1918,PC-985,7045,An account was locked out. User: user1918
158,user1526,PC-962,4625,An account was locked out. User: user1526
159,user1427,PC-907,4624,Scheduled task created. Name: above by user1427
160,user1405,PC-275,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-275
161,user1674,PC-342,4698,An account was successfully logged on. User: user1674 from PC-342
162,user1811,PC-896,4697,A service was installed in the system. Service: beyond by user1811
163,user1856,PC-908,7045,An account was successfully logged on. User: user1856 from PC-908
164,user1820,PC-564,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-564
165,user1998,PC-365,1116,A service was installed in the system. Service: lawyer by user1998
166,user1127,PC-742,1116,A logon attempt was made using explicit credentials. User: user1127
167,user1575,PC-896,4698,An account was locked out. User: user1575
168,user1491,PC-210,4624,An account was locked out. User: user1491
169,user1628,PC-310,4697,An account was successfully logged on. User: user1628 from PC-310
170,user1064,PC-371,4698,An account was locked out. User: user1064
171,user1109,PC-921,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-921
172,user1586,PC-709,4624,An account was successfully logged on. User: user1586 from PC-709
173,user1140,PC-133,4624,An account was locked out. User: user1140
174,user1205,PC-511,4624,A logon attempt was made using explicit credentials. User: user1205
175,user1497,PC-561,4624,A logon attempt was made using explicit credentials. User: user1497
176,user1301,PC-105,4625,An account was locked out. User: user1301
177,user1816,PC-394,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-394
178,user1542,PC-630,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-630
179,user1581,PC-117,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-117
180,user1817,PC-708,4697,A logon attempt was made using explicit credentials. User: user1817
181,user1420,PC-290,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-290
182,user1306,PC-719,4625,A logon attempt was made using explicit credentials. User: user1306
183,user1608,PC-206,4698,A logon attempt was made using explicit credentials. User: user1608
184,user1780,PC-234,1116,An account was locked out. User: user1780
185,user1783,PC-955,4624,A logon attempt was made using explicit credentials. User: user1783
186,user1341,PC-762,4624,An account was successfully logged on. User: user1341 from PC-762
187,user1945,PC-809,4625,Scheduled task created. Name: fast by user1945
188,user1712,PC-562,4698,A service was installed in the system. Service: save by user1712
189,user1207,PC-818,4624,A service was installed in the system. Service: what by user1207
190,user1519,PC-333,4624,An account was locked out. User: user1519
191,user1584,PC-497,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-497
192,user1864,PC-892,7045,Scheduled task created. Name: country by user1864
193,user1171,PC-577,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-577
194,user1375,PC-804,7045,An account was successfully logged on. User: user1375 from PC-804
195,user1878,PC-806,1116,A service was installed in the system. Service: everybody by user1878
196,user1637,PC-594,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-594
197,user1873,PC-621,4624,An account was locked out. User: user1873
198,user1728,PC-602,4698,An account was locked out. User: user1728
199,user1752,PC-470,4698,A service was installed in the system. Service: begin by user1752
200,user1186,PC-162,1116,A service was installed in the system. Service: keep by user1186
201,user1485,PC-349,7045,Scheduled task created. Name: traditional by user1485
202,user1676,PC-991,4697,An account was successfully logged on. User: user1676 from PC-991
203,user1310,PC-714,4697,Scheduled task created. Name: power by user1310
204,user1316,PC-631,7045,Scheduled task created. Name: pass by user1316
205,user1193,PC-727,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-727
206,user1263,PC-276,4625,Scheduled task created. Name: baby by user1263
207,user1273,PC-531,4624,A logon attempt was made using explicit credentials. User: user1273
208,user1836,PC-590,1116,An account was locked out. User: user1836
209,user1747,PC-439,7045,Scheduled task created. Name: who by user1747
210,user1286,PC-421,7045,An account was successfully logged on. User: user1286 from PC-421
211,user1602,PC-621,7045,An account was successfully logged on. User: user1602 from PC-621
212,user1306,PC-227,1116,An account was locked out. User: user1306
213,user1727,PC-679,7045,A logon attempt was made using explicit credentials. User: user1727
214,user1529,PC-725,1116,An account was locked out. User: user1529
215,user1124,PC-999,4625,Scheduled task created. Name: great by user1124
216,user1059,PC-992,1116,A logon attempt was made using explicit credentials. User: user1059
218,user1595,PC-363,4625,An account was successfully logged on. User: user1595 from PC-363
219,user1728,PC-282,7045,A service was installed in the system. Service: blue by user1728
220,user1774,PC-395,1116,A service was installed in the system. Service: institution by user1774
221,user1223,PC-538,4697,Scheduled task created. Name: million by user1223
222,user1428,PC-802,4624,A logon attempt was made using explicit credentials. User: user1428
223,user1337,PC-786,4697,An account was locked out. User: user1337
224,user1716,PC-547,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-547
225,user1837,PC-631,4697,Scheduled task created. Name: chance by user1837
226,user1818,PC-793,1116,A service was installed in the system. Service: without by user1818
227,user1536,PC-640,4624,A service was installed in the system. Service: make by user1536
228,user1616,PC-256,4624,Scheduled task created. Name: side by user1616
229,user1952,PC-930,7045,A service was installed in the system. Service: pay by user1952
230,user1224,PC-869,4625,Scheduled task created. Name: a by user1224
231,user1597,PC-607,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-607
232,user1202,PC-874,4697,An account was locked out. User: user1202
233,user1230,PC-164,4697,An account was successfully logged on. User: user1230 from PC-164
234,user1841,PC-581,7045,A service was installed in the system. Service: risk by user1841
235,user1613,PC-522,4624,Scheduled task created. Name: less by user1613
236,user1237,PC-740,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-740
237,user1329,PC-881,1116,A service was installed in the system. Service: important by user1329
238,user1944,PC-114,4697,An account was successfully logged on. User: user1944 from PC-114
239,user1186,PC-280,4625,Scheduled task created. Name: computer by user1186
240,user1779,PC-910,7045,An account was locked out. User: user1779
241,user1876,PC-552,4625,An account was successfully logged on. User: user1876 from PC-552
242,user1493,PC-475,7045,Scheduled task created. Name: appear by user1493
243,user1145,PC-507,1116,An account was successfully logged on. User: user1145 from PC-507
244,user1308,PC-247,7045,A service was installed in the system. Service: lay by user1308
246,user1506,PC-478,4698,An account was locked out. User: user1506
247,user1132,PC-762,4697,Scheduled task created. Name: partner by user1132
248,user1992,PC-928,4624,Scheduled task created. Name: down by user1992
249,user1417,PC-476,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-476
250,user1327,PC-739,4624,An account was locked out. User: user1327
251,user1766,PC-562,4698,An account was locked out. User: user1766
252,user1969,PC-834,4698,An account was successfully logged on. User: user1969 from PC-834
254,user1304,PC-390,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-390
255,user1772,PC-622,4624,A logon attempt was made using explicit credentials. User: user1772
257,user1617,PC-527,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-527
258,user1056,PC-751,4698,An account was locked out. User: user1056
259,user1624,PC-147,4625,An account was locked out. User: user1624
260,user1460,PC-107,4697,Scheduled task created. Name: call by user1460
261,user1977,PC-634,4698,Scheduled task created. Name: affect by user1977
262,user1721,PC-359,1116,A logon attempt was made using explicit credentials. User: user1721
263,user1588,PC-230,4625,A logon attempt was made using explicit credentials. User: user1588
264,user1812,PC-860,4697,An account was successfully logged on. User: user1812 from PC-860
265,user1129,PC-850,4698,A service was installed in the system. Service: open by user1129
266,user1936,PC-974,4698,A service was installed in the system. Service: follow by user1936
267,user1155,PC-997,4624,A service was installed in the system. Service: later by user1155
268,user1866,PC-392,4697,An account was successfully logged on. User: user1866 from PC-392
269,user1125,PC-978,7045,A service was installed in the system. Service: brother by user1125
270,user1087,PC-845,4624,A service was installed in the system. Service: right by user1087
271,user1249,PC-100,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-100
272,user1974,PC-223,4624,An account was successfully logged on. User: user1974 from PC-223
273,user1374,PC-339,4624,A logon attempt was made using explicit credentials. User: user1374
274,user1451,PC-574,4625,An account was successfully logged on. User: user1451 from PC-574
275,user1215,PC-407,4625,A service was installed in the system. Service: close by user1215
276,user1969,PC-708,4625,An account was locked out. User: user1969
277,user1497,PC-867,4625,Scheduled task created. Name: student by user1497
278,user1393,PC-179,4698,A service was installed in the system. Service: side by user1393
279,user1689,PC-859,4697,A service was installed in the system. Service: amount by user1689
280,user1890,PC-963,4624,A logon attempt was made using explicit credentials. User: user1890
281,user1377,PC-400,7045,An account was locked out. User: user1377
282,user1447,PC-631,4698,An account was successfully logged on. User: user1447 from PC-631
283,user1630,PC-872,4697,Scheduled task created. Name: same by user1630
284,user1280,PC-445,4698,A service was installed in the system. Service: employee by user1280
285,user1912,PC-751,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-751
286,user1937,PC-152,1116,An account was locked out. User: user1937
288,user1679,PC-280,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-280
289,user1110,PC-472,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-472
290,user1392,PC-160,4698,A logon attempt was made using explicit credentials. User: user1392
291,user1198,PC-833,7045,An account was locked out. User: user1198
292,user1740,PC-426,4625,Scheduled task created. Name: leg by user1740
293,user1404,PC-313,4624,A service was installed in the system. Service: yes by user1404
295,user1833,PC-546,4698,Scheduled task created. Name: investment by user1833
296,user1632,PC-884,4698,A logon attempt was made using explicit credentials. User: user1632
297,user1237,PC-203,7045,Scheduled task created. Name: forward by user1237
298,user1957,PC-960,4624,A logon attempt was made using explicit credentials. User: user1957
299,user1373,PC-382,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-382
301,user1968,PC-962,4624,A service was installed in the system. Service: station by user1968
302,user1636,PC-652,1116,A service was installed in the system. Service: along by user1636
303,user1280,PC-239,4697,An account was successfully logged on. User: user1280 from PC-239
304,user1430,PC-437,4698,A logon attempt was made using explicit credentials. User: user1430
305,user1235,PC-784,1116,Scheduled task created. Name: red by user1235
306,user1674,PC-789,1116,Scheduled task created. Name: with by user1674
307,user1719,PC-887,4698,A service was installed in the system. Service: take by user1719
308,user1126,PC-312,4625,An account was successfully logged on. User: user1126 from PC-312
309,user1198,PC-266,7045,A service was installed in the system. Service: any by user1198
310,user1118,PC-669,4624,An account was locked out. User: user1118
311,user1056,PC-541,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-541
312,user1358,PC-105,1116,An account was locked out. User: user1358
313,user1698,PC-364,4698,A logon attempt was made using explicit credentials. User: user1698
314,user1613,PC-116,7045,An account was locked out. User: user1613
315,user1200,PC-376,4698,A service was installed in the system. Service: way by user1200
317,user1666,PC-307,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-307
318,user1337,PC-205,7045,A service was installed in the system. Service: turn by user1337
319,user1195,PC-915,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-915
320,user1316,PC-499,7045,An account was successfully logged on. User: user1316 from PC-499
321,user1693,PC-233,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-233
322,user1577,PC-282,1116,An account was successfully logged on. User: user1577 from PC-282
323,user1239,PC-287,4624,An account was locked out. User: user1239
324,user1768,PC-122,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-122
325,user1521,PC-378,4697,An account was successfully logged on. User: user1521 from PC-378
326,user1394,PC-988,1116,A logon attempt was made using explicit credentials. User: user1394
327,user1476,PC-525,4698,An account was successfully logged on. User: user1476 from PC-525
328,user1545,PC-672,7045,Scheduled task created. Name: system by user1545
329,user1007,PC-421,4697,A service was installed in the system. Service: white by user1007
330,user1459,PC-278,4697,A service was installed in the system. Service: store by user1459
331,user1636,PC-495,4698,An account was locked out. User: user1636
332,user1390,PC-998,4625,A service was installed in the system. Service: whom by user1390
333,user1174,PC-275,4698,A logon attempt was made using explicit credentials. User: user1174
334,user1975,PC-389,4697,Scheduled task created. Name: item by user1975
335,user1396,PC-430,4698,A service was installed in the system. Service: important by user1396
336,user1408,PC-610,4697,Scheduled task created. Name: own by user1408
337,user1499,PC-420,4625,A logon attempt was made using explicit credentials. User: user1499
338,user1105,PC-128,4697,A service was installed in the system. Service: reflect by user1105
339,user1039,PC-308,4624,A service was installed in the system. Service: data by user1039
340,user1551,PC-644,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-644
341,user1875,PC-816,4625,A service was installed in the system. Service: draw by user1875
342,user1802,PC-357,1116,A logon attempt was made using explicit credentials. User: user1802
343,user1205,PC-917,4624,An account was locked out. User: user1205
344,user1327,PC-195,4698,A service was installed in the system. Service: arm by user1327
345,user1158,PC-396,7045,An account was successfully logged on. User: user1158 from PC-396
346,user1365,PC-400,4697,A logon attempt was made using explicit credentials. User: user1365
347,user1371,PC-151,4698,An account was successfully logged on. User: user1371 from PC-151
348,user1455,PC-567,1116,A service was installed in the system. Service: allow by user1455
350,user1896,PC-672,4697,Scheduled task created. Name: old by user1896
351,user1396,PC-720,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-720
352,user1364,PC-158,7045,An account was locked out. User: user1364
353,user1399,PC-337,1116,A logon attempt was made using explicit credentials. User: user1399
354,user1594,PC-817,4625,A logon attempt was made using explicit credentials. User: user1594
355,user1677,PC-435,1116,A service was installed in the system. Service: own by user1677
356,user1375,PC-608,7045,Scheduled task created. Name: special by user1375
357,user1369,PC-975,1116,An account was locked out. User: user1369
358,user1096,PC-879,4698,An account was locked out. User: user1096
359,user1134,PC-120,4697,An account was locked out. User: user1134
360,user1003,PC-387,7045,Scheduled task created. Name: case by user1003
361,user1573,PC-451,4698,A service was installed in the system. Service: mission by user1573
362,user1784,PC-365,4625,Scheduled task created. Name: try by user1784
364,user1009,PC-894,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-894
365,user1923,PC-743,4698,Scheduled task created. Name: political by user1923
366,user1176,PC-306,4625,An account was locked out. User: user1176
367,user1490,PC-487,7045,An account was locked out. User: user1490
368,user1500,PC-292,4697,Scheduled task created. Name: list by user1500
369,user1977,PC-807,4624,An account was successfully logged on. User: user1977 from PC-807
370,user1486,PC-517,4698,An account was locked out. User: user1486
371,user1549,PC-184,7045,A logon attempt was made using explicit credentials. User: user1549
372,user1942,PC-215,4697,A service was installed in the system. Service: choice by user1942
373,user1809,PC-492,4625,A logon attempt was made using explicit credentials. User: user1809
374,user1981,PC-923,4625,A logon attempt was made using explicit credentials. User: user1981
376,user1805,PC-156,1116,An account was successfully logged on. User: user1805 from PC-156
377,user1476,PC-743,4697,An account was locked out. User: user1476
378,user1779,PC-740,4624,An account was successfully logged on. User: user1779 from PC-740
379,user1128,PC-925,4698,An account was successfully logged on. User: user1128 from PC-925
380,user1649,PC-786,4624,A logon attempt was made using explicit credentials. User: user1649
382,user1366,PC-697,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-697
383,user1645,PC-455,4625,Scheduled task created. Name: increase by user1645
384,user1423,PC-378,7045,A service was installed in the system. Service: contain by user1423
385,user1967,PC-361,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-361
386,user1767,PC-761,7045,An account was successfully logged on. User: user1767 from PC-761
387,user1634,PC-689,1116,A logon attempt was made using explicit credentials. User: user1634
388,user1692,PC-379,4625,An account was locked out. User: user1692
389,user1886,PC-518,4697,An account was successfully logged on. User: user1886 from PC-518
390,user1923,PC-858,4697,An account was locked out. User: user1923
392,user1693,PC-663,4625,An account was locked out. User: user1693
393,user1663,PC-999,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-999
394,user1166,PC-591,1116,An account was locked out. User: user1166
395,user1665,PC-246,4697,An account was successfully logged on. User: user1665 from PC-246
396,user1618,PC-414,1116,An account was locked out. User: user1618
397,user1587,PC-815,4697,A logon attempt was made using explicit credentials. User: user1587
398,user1413,PC-140,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-140
399,user1338,PC-590,1116,An account was successfully logged on. User: user1338 from PC-590
400,user1864,PC-448,4698,An account was locked out. User: user1864
402,user1395,PC-932,7045,A logon attempt was made using explicit credentials. User: user1395
403,user1963,PC-675,4697,An account was successfully logged on. User: user1963 from PC-675
404,user1363,PC-198,4698,A logon attempt was made using explicit credentials. User: user1363
405,user1952,PC-173,4697,Scheduled task created. Name: responsibility by user1952
406,user1683,PC-364,4697,A logon attempt was made using explicit credentials. User: user1683
407,user1781,PC-655,4624,An account was locked out. User: user1781
408,user1170,PC-296,4697,A logon attempt was made using explicit credentials. User: user1170
409,user1756,PC-890,7045,Scheduled task created. Name: front by user1756
410,user1948,PC-124,1116,Scheduled task created. Name: father by user1948
411,user1949,PC-846,7045,A logon attempt was made using explicit credentials. User: user1949
412,user1027,PC-255,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-255
413,user1927,PC-646,4698,A logon attempt was made using explicit credentials. User: user1927
414,user1293,PC-334,4698,An account was locked out. User: user1293
415,user1349,PC-524,4624,An account was locked out. User: user1349
416,user1512,PC-986,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-986
417,user1918,PC-805,4624,Scheduled task created. Name: their by user1918
418,user1531,PC-281,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-281
419,user1135,PC-451,4625,Scheduled task created. Name: son by user1135
420,user1515,PC-986,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-986
421,user1472,PC-589,4697,An account was locked out. User: user1472
422,user1229,PC-273,1116,A service was installed in the system. Service: size by user1229
423,user1819,PC-397,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-397
