id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label
34,flow-000033,tcp,other,RSTR,1179,1053,tcp other RSTR 1179->1053 normal,normal
35,flow-000034,icmp,other,S0,312,14,icmp other S0 312->14 normal,normal
36,flow-000035,tcp,other,RSTO,1350,967,tcp other RSTO 1350->967 normal,normal
37,flow-000036,icmp,smtp,RSTO,201,35,icmp smtp RSTO 201->35 normal,normal
38,flow-000037,udp,ssh,S1,940,787,udp ssh S1 940->787 normal,normal
39,flow-000038,tcp,dns,RSTR,70,960,tcp dns RSTR 70->960 normal,normal
40,flow-000039,icmp,ssh,REJ,312,844,icmp ssh REJ 312->844 attack,attack
41,flow-000040,udp,http,S1,506,295,udp http S1 506->295 attack,attack
42,flow-000041,icmp,ftp,S0,230,97,icmp ftp S0 230->97 normal,normal
43,flow-000042,tcp,http,S0,1051,1476,tcp http S0 1051->1476 normal,normal
44,flow-000043,icmp,smtp,RSTR,797,385,icmp smtp RSTR 797->385 normal,normal
45,flow-000044,icmp,dns,S0,865,468,icmp dns S0 865->468 normal,normal
46,flow-000045,udp,ssh,RSTR,178,846,udp ssh RSTR 178->846 normal,normal
47,flow-000046,icmp,ssh,SF,238,1053,icmp ssh SF 238->1053 normal,normal
48,flow-000047,udp,http,RSTO,1671,1735,udp http RSTO 1671->1735 normal,normal
49,flow-000048,icmp,other,REJ,797,525,icmp other REJ 797->525 normal,normal
50,flow-000049,tcp,smtp,SF,795,692,tcp smtp SF 795->692 normal,normal
51,flow-000050,icmp,other,RSTO,327,859,icmp other RSTO 327->859 normal,normal
52,flow-000051,udp,ssl,RSTO,394,1210,udp ssl RSTO 394->1210 normal,normal
53,flow-000052,tcp,ssl,SF,654,240,tcp ssl SF 654->240 normal,normal
54,flow-000053,udp,smtp,RSTO,785,169,udp smtp RSTO 785->169 normal,normal
55,flow-000054,udp,ssl,SF,869,622,udp ssl SF 869->622 attack,attack
56,flow-000055,tcp,smtp,REJ,761,121,tcp smtp REJ 761->121 normal,normal
57,flow-000056,tcp,ssh,RSTR,426,1039,tcp ssh RSTR 426->1039 attack,attack
58,flow-000057,icmp,ssh,SF,221,543,icmp ssh SF 221->543 normal,normal
59,flow-000058,udp,dns,REJ,991,419,udp dns REJ 991->419 attack,attack
60,flow-000059,icmp,smtp,SF,1307,457,icmp smtp SF 1307->457 normal,normal
61,flow-000060,tcp,dns,REJ,1268,1351,tcp dns REJ 1268->1351 normal,normal
62,flow-000061,icmp,other,RSTO,730,1040,icmp other RSTO 730->1040 normal,normal
63,flow-000062,icmp,smtp,S0,227,1149,icmp smtp S0 227->1149 normal,normal
64,flow-000063,icmp,ssl,S1,1738,734,icmp ssl S1 1738->734 normal,normal
65,flow-000064,udp,other,S0,121,534,udp other S0 121->534 normal,normal
66,flow-000065,icmp,dns,RSTO,723,1360,icmp dns RSTO 723->1360 attack,attack
67,flow-000066,tcp,ftp,REJ,156,754,tcp ftp REJ 156->754 normal,normal
68,flow-000067,tcp,smtp,S0,742,904,tcp smtp S0 742->904 normal,normal
69,flow-000068,icmp,ftp,SF,137,23,icmp ftp SF 137->23 normal,normal
70,flow-000069,tcp,dns,REJ,1098,1371,tcp dns REJ 1098->1371 attack,attack
71,flow-000070,tcp,http,REJ,1671,324,tcp http REJ 1671->324 normal,normal
72,flow-000071,tcp,smtp,S1,444,522,tcp smtp S1 444->522 normal,normal
73,flow-000072,icmp,other,RSTR,1243,43,icmp other RSTR 1243->43 normal,normal
74,flow-000073,udp,http,RSTO,362,358,udp http RSTO 362->358 normal,normal
75,flow-000074,tcp,dns,RSTO,659,182,tcp dns RSTO 659->182 normal,normal
76,flow-000075,icmp,smtp,REJ,1269,891,icmp smtp REJ 1269->891 normal,normal
77,flow-000076,tcp,http,SF,35,938,tcp http SF 35->938 normal,normal
78,flow-000077,tcp,ftp,REJ,623,1345,tcp ftp REJ 623->1345 normal,normal
79,flow-000078,udp,http,S1,590,533,udp http S1 590->533 normal,normal
80,flow-000079,icmp,ftp,RSTR,1464,777,icmp ftp RSTR 1464->777 attack,attack
81,flow-000080,tcp,smtp,REJ,779,712,tcp smtp REJ 779->712 normal,normal
82,flow-000081,udp,ssh,SF,1060,789,udp ssh SF 1060->789 normal,normal
83,flow-000082,icmp,ssh,S0,1176,2072,icmp ssh S0 1176->2072 normal,normal
84,flow-000083,udp,http,S1,181,28,udp http S1 181->28 normal,normal
85,flow-000084,icmp,ssh,S1,658,28,icmp ssh S1 658->28 normal,normal
86,flow-000085,tcp,ftp,REJ,50,1392,tcp ftp REJ 50->1392 normal,normal
87,flow-000086,tcp,http,RSTR,931,1440,tcp http RSTR 931->1440 normal,normal
88,flow-000087,udp,ftp,RSTO,1130,329,udp ftp RSTO 1130->329 normal,normal
89,flow-000088,icmp,smtp,RSTO,709,1151,icmp smtp RSTO 709->1151 normal,normal
90,flow-000089,tcp,dns,SF,441,508,tcp dns SF 441->508 normal,normal
91,flow-000090,tcp,http,RSTR,900,1094,tcp http RSTR 900->1094 normal,normal
92,flow-000091,tcp,dns,RSTO,464,309,tcp dns RSTO 464->309 attack,attack
93,flow-000092,icmp,dns,RSTO,75,256,icmp dns RSTO 75->256 normal,normal
94,flow-000093,icmp,ssl,RSTR,931,782,icmp ssl RSTR 931->782 normal,normal
95,flow-000094,udp,other,REJ,556,21,udp other REJ 556->21 normal,normal
96,flow-000095,icmp,other,S1,704,1226,icmp other S1 704->1226 normal,normal
97,flow-000096,tcp,dns,SF,1421,92,tcp dns SF 1421->92 normal,normal
98,flow-000097,udp,smtp,SF,215,414,udp smtp SF 215->414 attack,attack
99,flow-000098,udp,ftp,SF,352,920,udp ftp SF 352->920 normal,normal
100,flow-000099,tcp,ftp,RSTO,1298,200,tcp ftp RSTO 1298->200 normal,normal
101,flow-000100,udp,ssh,REJ,489,73,udp ssh REJ 489->73 attack,attack
102,flow-000101,icmp,http,SF,1904,120,icmp http SF 1904->120 normal,normal
103,flow-000102,icmp,ssh,RSTO,712,792,icmp ssh RSTO 712->792 normal,normal
104,flow-000103,icmp,smtp,REJ,700,1567,icmp smtp REJ 700->1567 normal,normal
105,flow-000104,icmp,smtp,RSTO,744,621,icmp smtp RSTO 744->621 normal,normal
106,flow-000105,udp,ssl,REJ,1008,1227,udp ssl REJ 1008->1227 normal,normal
107,flow-000106,icmp,smtp,S1,307,96,icmp smtp S1 307->96 attack,attack
108,flow-000107,tcp,dns,SF,661,1214,tcp dns SF 661->1214 normal,normal
109,flow-000108,tcp,ssh,S1,174,1055,tcp ssh S1 174->1055 normal,normal
110,flow-000109,udp,http,SF,96,823,udp http SF 96->823 normal,normal
111,flow-000110,tcp,other,RSTO,1513,734,tcp other RSTO 1513->734 normal,normal
112,flow-000111,icmp,ftp,RSTR,801,1601,icmp ftp RSTR 801->1601 attack,attack
113,flow-000112,tcp,dns,S1,432,435,tcp dns S1 432->435 normal,normal
114,flow-000113,tcp,ssh,S1,799,1446,tcp ssh S1 799->1446 attack,attack
115,flow-000114,icmp,ssh,REJ,573,35,icmp ssh REJ 573->35 normal,normal
116,flow-000115,udp,ftp,S0,339,1347,udp ftp S0 339->1347 normal,normal
117,flow-000116,udp,ftp,RSTR,259,1074,udp ftp RSTR 259->1074 normal,normal
118,flow-000117,tcp,smtp,RSTR,196,446,tcp smtp RSTR 196->446 normal,normal
119,flow-000118,udp,ftp,S1,157,1483,udp ftp S1 157->1483 attack,attack
120,flow-000119,tcp,smtp,RSTR,52,338,tcp smtp RSTR 52->338 normal,normal
121,flow-000120,udp,ssh,S0,212,971,udp ssh S0 212->971 normal,normal
122,flow-000121,icmp,ftp,SF,36,1023,icmp ftp SF 36->1023 normal,normal
123,flow-000122,icmp,smtp,RSTO,1094,1014,icmp smtp RSTO 1094->1014 normal,normal
124,flow-000123,icmp,ssl,REJ,74,784,icmp ssl REJ 74->784 normal,normal
125,flow-000124,icmp,ssh,RSTO,1221,79,icmp ssh RSTO 1221->79 normal,normal
126,flow-000125,udp,ftp,SF,160,642,udp ftp SF 160->642 normal,normal
127,flow-000126,tcp,http,RSTR,445,495,tcp http RSTR 445->495 normal,normal
128,flow-000127,tcp,http,SF,402,1068,tcp http SF 402->1068 normal,normal
129,flow-000128,udp,smtp,REJ,1697,632,udp smtp REJ 1697->632 attack,attack
130,flow-000129,udp,ftp,S0,1678,1273,udp ftp S0 1678->1273 normal,normal
131,flow-000130,tcp,smtp,S1,652,73,tcp smtp S1 652->73 normal,normal
132,flow-000131,icmp,http,REJ,705,221,icmp http REJ 705->221 normal,normal
133,flow-000132,icmp,other,S0,77,696,icmp other S0 77->696 normal,normal
134,flow-000133,tcp,dns,S1,998,1807,tcp dns S1 998->1807 normal,normal
135,flow-000134,udp,http,SF,518,1259,udp http SF 518->1259 normal,normal
136,flow-000135,udp,dns,RSTR,785,211,udp dns RSTR 785->211 normal,normal
137,flow-000136,udp,ssh,RSTR,1013,2,udp ssh RSTR 1013->2 normal,normal
138,flow-000137,udp,http,S1,293,238,udp http S1 293->238 normal,normal
139,flow-000138,icmp,ftp,SF,300,1143,icmp ftp SF 300->1143 normal,normal
140,flow-000139,icmp,dns,RSTO,420,953,icmp dns RSTO 420->953 attack,attack
141,flow-000140,tcp,other,SF,82,1215,tcp other SF 82->1215 normal,normal
142,flow-000141,udp,smtp,REJ,479,868,udp smtp REJ 479->868 normal,normal
143,flow-000142,icmp,ftp,SF,747,1055,icmp ftp SF 747->1055 normal,normal
144,flow-000143,udp,ssl,SF,537,662,udp ssl SF 537->662 attack,attack
145,flow-000144,icmp,ssl,S0,181,903,icmp ssl S0 181->903 normal,normal
146,flow-000145,icmp,ssl,REJ,1068,443,icmp ssl REJ 1068->443 normal,normal
147,flow-000146,tcp,ssh,RSTR,397,632,tcp ssh RSTR 397->632 normal,normal
148,flow-000147,icmp,other,S1,1184,522,icmp other S1 1184->522 normal,normal
149,flow-000148,tcp,http,SF,686,267,tcp http SF 686->267 normal,normal
150,flow-000149,tcp,ssl,REJ,1480,1,tcp ssl REJ 1480->1 normal,normal
151,flow-000150,icmp,ssh,S1,299,12,icmp ssh S1 299->12 normal,normal
152,flow-000151,udp,ftp,RSTO,135,594,udp ftp RSTO 135->594 normal,normal
153,flow-000152,udp,ssh,RSTR,652,236,udp ssh RSTR 652->236 normal,normal
154,flow-000153,icmp,http,S0,896,223,icmp http S0 896->223 normal,normal
155,flow-000154,tcp,ssh,REJ,861,875,tcp ssh REJ 861->875 normal,normal
156,flow-000155,tcp,smtp,S1,1614,503,tcp smtp S1 1614->503 normal,normal
157,flow-000156,udp,smtp,RSTO,1050,83,udp smtp RSTO 1050->83 normal,normal
158,flow-000157,udp,ssh,RSTR,849,1794,udp ssh RSTR 849->1794 normal,normal
159,flow-000158,icmp,http,REJ,55,1642,icmp http REJ 55->1642 normal,normal
160,flow-000159,icmp,smtp,RSTO,783,1145,icmp smtp RSTO 783->1145 normal,normal
161,flow-000160,udp,smtp,RSTO,960,1226,udp smtp RSTO 960->1226 attack,attack
162,flow-000161,tcp,smtp,RSTO,791,1196,tcp smtp RSTO 791->1196 attack,attack
163,flow-000162,icmp,smtp,RSTO,670,1293,icmp smtp RSTO 670->1293 normal,normal
164,flow-000163,tcp,ssl,S0,911,1124,tcp ssl S0 911->1124 normal,normal
165,flow-000164,tcp,ssh,RSTR,1121,1172,tcp ssh RSTR 1121->1172 normal,normal
166,flow-000165,icmp,other,S1,1087,26,icmp other S1 1087->26 attack,attack
167,flow-000166,tcp,ssl,S1,231,34,tcp ssl S1 231->34 normal,normal
168,flow-000167,udp,smtp,RSTO,576,136,udp smtp RSTO 576->136 normal,normal
169,flow-000168,udp,other,RSTO,743,1265,udp other RSTO 743->1265 normal,normal
170,flow-000169,tcp,ftp,S0,789,136,tcp ftp S0 789->136 normal,normal
171,flow-000170,tcp,ssh,S0,393,247,tcp ssh S0 393->247 normal,normal
172,flow-000171,tcp,smtp,SF,437,333,tcp smtp SF 437->333 normal,normal
173,flow-000172,tcp,dns,RSTR,646,496,tcp dns RSTR 646->496 normal,normal
174,flow-000173,icmp,http,S1,492,988,icmp http S1 492->988 normal,normal
175,flow-000174,udp,ssl,SF,214,1408,udp ssl SF 214->1408 normal,normal
176,flow-000175,tcp,ssh,RSTR,1393,1004,tcp ssh RSTR 1393->1004 normal,normal
177,flow-000176,icmp,http,REJ,1853,1246,icmp http REJ 1853->1246 normal,normal
178,flow-000177,udp,ssl,S1,630,999,udp ssl S1 630->999 normal,normal
179,flow-000178,udp,other,REJ,351,1608,udp other REJ 351->1608 normal,normal
180,flow-000179,udp,ssh,REJ,897,341,udp ssh REJ 897->341 attack,attack
181,flow-000180,udp,ssl,S1,353,803,udp ssl S1 353->803 normal,normal
182,flow-000181,tcp,ssl,RSTO,785,630,tcp ssl RSTO 785->630 normal,normal
183,flow-000182,udp,dns,S1,627,1664,udp dns S1 627->1664 normal,normal
184,flow-000183,udp,http,SF,225,410,udp http SF 225->410 normal,normal
185,flow-000184,tcp,ftp,RSTR,23,253,tcp ftp RSTR 23->253 normal,normal
186,flow-000185,udp,smtp,RSTO,1894,91,udp smtp RSTO 1894->91 normal,normal
187,flow-000186,icmp,other,S0,1086,746,icmp other S0 1086->746 normal,normal
188,flow-000187,tcp,ssh,S0,406,505,tcp ssh S0 406->505 normal,normal
189,flow-000188,tcp,smtp,RSTR,1373,984,tcp smtp RSTR 1373->984 attack,attack
190,flow-000189,udp,dns,RSTR,629,1054,udp dns RSTR 629->1054 attack,attack
191,flow-000190,udp,smtp,RSTR,1180,1226,udp smtp RSTR 1180->1226 normal,normal
192,flow-000191,tcp,ssl,RSTO,144,1033,tcp ssl RSTO 144->1033 attack,attack
193,flow-000192,udp,smtp,RSTR,172,1273,udp smtp RSTR 172->1273 normal,normal
194,flow-000193,udp,http,S0,672,264,udp http S0 672->264 normal,normal
195,flow-000194,icmp,ssl,SF,979,1121,icmp ssl SF 979->1121 normal,normal
196,flow-000195,icmp,dns,RSTO,406,1399,icmp dns RSTO 406->1399 normal,normal
197,flow-000196,icmp,dns,S0,1367,176,icmp dns S0 1367->176 normal,normal
198,flow-000197,udp,ssh,SF,707,834,udp ssh SF 707->834 attack,attack
199,flow-000198,udp,other,RSTO,568,1066,udp other RSTO 568->1066 normal,normal
200,flow-000199,tcp,http,RSTR,736,1319,tcp http RSTR 736->1319 normal,normal
201,flow-000200,icmp,ssh,SF,1406,909,icmp ssh SF 1406->909 normal,normal
202,flow-000201,udp,dns,REJ,385,1325,udp dns REJ 385->1325 normal,normal
203,flow-000202,udp,ssl,RSTR,677,487,udp ssl RSTR 677->487 attack,attack
204,flow-000203,udp,ssh,REJ,579,649,udp ssh REJ 579->649 normal,normal
205,flow-000204,icmp,ssh,RSTO,391,120,icmp ssh RSTO 391->120 normal,normal
206,flow-000205,udp,ssh,RSTO,566,1003,udp ssh RSTO 566->1003 normal,normal
207,flow-000206,tcp,http,S1,78,1445,tcp http S1 78->1445 attack,attack
208,flow-000207,icmp,http,REJ,671,1719,icmp http REJ 671->1719 normal,normal
209,flow-000208,tcp,http,SF,1344,1414,tcp http SF 1344->1414 normal,normal
210,flow-000209,udp,ftp,REJ,470,1074,udp ftp REJ 470->1074 normal,normal
211,flow-000210,icmp,ssh,S0,265,174,icmp ssh S0 265->174 normal,normal
212,flow-000211,udp,smtp,REJ,864,29,udp smtp REJ 864->29 normal,normal
213,flow-000212,tcp,ssl,SF,1330,1089,tcp ssl SF 1330->1089 normal,normal
214,flow-000213,icmp,ftp,REJ,1332,379,icmp ftp REJ 1332->379 normal,normal
215,flow-000214,tcp,ssh,RSTO,102,395,tcp ssh RSTO 102->395 normal,normal
216,flow-000215,udp,ftp,REJ,1586,573,udp ftp REJ 1586->573 normal,normal
217,flow-000216,icmp,ssl,S0,1084,15,icmp ssl S0 1084->15 normal,normal
218,flow-000217,tcp,ssl,S1,294,484,tcp ssl S1 294->484 normal,normal
219,flow-000218,tcp,ssl,SF,305,13,tcp ssl SF 305->13 normal,normal
220,flow-000219,udp,other,S0,630,354,udp other S0 630->354 normal,normal
221,flow-000220,udp,ftp,S1,31,1590,udp ftp S1 31->1590 normal,normal
222,flow-000221,udp,ssl,REJ,837,1286,udp ssl REJ 837->1286 normal,normal
223,flow-000222,icmp,other,S0,19,381,icmp other S0 19->381 normal,normal
224,flow-000223,tcp,ftp,RSTO,190,154,tcp ftp RSTO 190->154 normal,normal
225,flow-000224,icmp,ssh,S1,1380,1272,icmp ssh S1 1380->1272 normal,normal
226,flow-000225,tcp,ftp,S1,804,29,tcp ftp S1 804->29 normal,normal
227,flow-000226,tcp,ssl,S1,492,1339,tcp ssl S1 492->1339 normal,normal
228,flow-000227,icmp,ftp,S1,581,830,icmp ftp S1 581->830 normal,normal
229,flow-000228,icmp,other,S0,1443,1333,icmp other S0 1443->1333 normal,normal
230,flow-000229,tcp,ssh,RSTO,46,8,tcp ssh RSTO 46->8 normal,normal
231,flow-000230,udp,http,RSTO,85,312,udp http RSTO 85->312 normal,normal
232,flow-000231,udp,ssh,REJ,678,494,udp ssh REJ 678->494 normal,normal
233,flow-000232,icmp,ftp,RSTR,482,892,icmp ftp RSTR 482->892 attack,attack
234,flow-000233,udp,smtp,SF,296,755,udp smtp SF 296->755 normal,normal
235,flow-000234,udp,ftp,S0,219,96,udp ftp S0 219->96 attack,attack
236,flow-000235,udp,http,S0,404,533,udp http S0 404->533 normal,normal
237,flow-000236,icmp,http,S0,459,480,icmp http S0 459->480 normal,normal
238,flow-000237,tcp,dns,REJ,324,689,tcp dns REJ 324->689 normal,normal
239,flow-000238,udp,ssl,S1,1412,77,udp ssl S1 1412->77 normal,normal
240,flow-000239,tcp,dns,RSTR,435,802,tcp dns RSTR 435->802 normal,normal
241,flow-000240,udp,ssh,S1,105,782,udp ssh S1 105->782 normal,normal
242,flow-000241,udp,ssh,S0,524,1047,udp ssh S0 524->1047 attack,attack
243,flow-000242,udp,ssl,RSTR,443,1941,udp ssl RSTR 443->1941 normal,normal
244,flow-000243,icmp,ssl,SF,900,996,icmp ssl SF 900->996 attack,attack
245,flow-000244,icmp,ftp,SF,938,810,icmp ftp SF 938->810 normal,normal
246,flow-000245,icmp,dns,S1,492,1033,icmp dns S1 492->1033 normal,normal
247,flow-000246,tcp,dns,SF,445,106,tcp dns SF 445->106 normal,normal
248,flow-000247,udp,other,SF,140,1437,udp other SF 140->1437 attack,attack
249,flow-000248,tcp,ssh,RSTO,1119,1256,tcp ssh RSTO 1119->1256 normal,normal
250,flow-000249,tcp,http,S1,240,734,tcp http S1 240->734 normal,normal
251,flow-000250,tcp,http,RSTR,280,1563,tcp http RSTR 280->1563 normal,normal
252,flow-000251,tcp,ssh,S1,330,947,tcp ssh S1 330->947 normal,normal
253,flow-000252,tcp,other,S0,1082,654,tcp other S0 1082->654 normal,normal
254,flow-000253,icmp,dns,RSTO,614,186,icmp dns RSTO 614->186 attack,attack
255,flow-000254,icmp,ssh,REJ,344,899,icmp ssh REJ 344->899 normal,normal
256,flow-000255,udp,ssl,RSTR,1596,1127,udp ssl RSTR 1596->1127 normal,normal
257,flow-000256,icmp,other,RSTR,354,289,icmp other RSTR 354->289 normal,normal
258,flow-000257,tcp,dns,RSTO,770,750,tcp dns RSTO 770->750 normal,normal
259,flow-000258,udp,smtp,REJ,777,592,udp smtp REJ 777->592 normal,normal
260,flow-000259,udp,dns,REJ,871,1048,udp dns REJ 871->1048 normal,normal
261,flow-000260,tcp,ssh,S1,863,1128,tcp ssh S1 863->1128 normal,normal
262,flow-000261,icmp,http,RSTR,656,2569,icmp http RSTR 656->2569 normal,normal
263,flow-000262,udp,ssh,REJ,165,173,udp ssh REJ 165->173 attack,attack
264,flow-000263,icmp,other,S0,793,918,icmp other S0 793->918 attack,attack
265,flow-000264,udp,smtp,RSTR,199,810,udp smtp RSTR 199->810 attack,attack
266,flow-000265,udp,ssl,REJ,781,736,udp ssl REJ 781->736 attack,attack
267,flow-000266,udp,smtp,RSTR,981,947,udp smtp RSTR 981->947 attack,attack
268,flow-000267,tcp,ssh,S0,87,1337,tcp ssh S0 87->1337 normal,normal
269,flow-000268,tcp,smtp,SF,331,1196,tcp smtp SF 331->1196 attack,attack
270,flow-000269,tcp,ssh,S1,1089,633,tcp ssh S1 1089->633 normal,normal
271,flow-000270,icmp,ssh,S0,523,15,icmp ssh S0 523->15 normal,normal
272,flow-000271,udp,dns,S0,1284,1644,udp dns S0 1284->1644 normal,normal
273,flow-000272,icmp,ssh,SF,954,746,icmp ssh SF 954->746 normal,normal
274,flow-000273,udp,other,S1,832,701,udp other S1 832->701 normal,normal
275,flow-000274,tcp,ssh,S1,142,1250,tcp ssh S1 142->1250 attack,attack
276,flow-000275,tcp,dns,S0,204,531,tcp dns S0 204->531 normal,normal
277,flow-000276,icmp,ssh,S0,122,664,icmp ssh S0 122->664 normal,normal
278,flow-000277,udp,ssl,REJ,196,1009,udp ssl REJ 196->1009 normal,normal
279,flow-000278,icmp,other,SF,1205,410,icmp other SF 1205->410 attack,attack
280,flow-000279,tcp,http,RSTR,158,793,tcp http RSTR 158->793 normal,normal
281,flow-000280,tcp,dns,RSTO,569,921,tcp dns RSTO 569->921 attack,attack
282,flow-000281,tcp,smtp,RSTR,1534,198,tcp smtp RSTR 1534->198 normal,normal
283,flow-000282,icmp,smtp,RSTR,661,404,icmp smtp RSTR 661->404 normal,normal
284,flow-000283,udp,ssh,SF,408,620,udp ssh SF 408->620 normal,normal
285,flow-000284,udp,ftp,S1,484,1459,udp ftp S1 484->1459 normal,normal
286,flow-000285,udp,ssh,S0,508,90,udp ssh S0 508->90 normal,normal
287,flow-000286,tcp,smtp,S0,808,314,tcp smtp S0 808->314 attack,attack
288,flow-000287,tcp,ssl,SF,1229,619,tcp ssl SF 1229->619 normal,normal
289,flow-000288,tcp,dns,S1,716,1555,tcp dns S1 716->1555 normal,normal
290,flow-000289,tcp,other,REJ,619,2383,tcp other REJ 619->2383 normal,normal
291,flow-000290,icmp,dns,RSTR,1499,388,icmp dns RSTR 1499->388 normal,normal
292,flow-000291,tcp,dns,RSTR,202,978,tcp dns RSTR 202->978 normal,normal
293,flow-000292,tcp,dns,RSTO,795,295,tcp dns RSTO 795->295 normal,normal
294,flow-000293,tcp,ssh,RSTR,706,296,tcp ssh RSTR 706->296 normal,normal
295,flow-000294,udp,smtp,RSTR,229,729,udp smtp RSTR 229->729 normal,normal
296,flow-000295,udp,other,REJ,544,275,udp other REJ 544->275 normal,normal
297,flow-000296,tcp,ftp,S0,393,345,tcp ftp S0 393->345 normal,normal
298,flow-000297,tcp,ssl,RSTO,1421,1340,tcp ssl RSTO 1421->1340 normal,normal
299,flow-000298,udp,ssl,RSTO,41,888,udp ssl RSTO 41->888 normal,normal
300,flow-000299,tcp,http,S1,664,455,tcp http S1 664->455 attack,attack
301,flow-000300,tcp,ssh,RSTR,259,1180,tcp ssh RSTR 259->1180 normal,normal
302,flow-000301,udp,ssh,RSTR,72,1323,udp ssh RSTR 72->1323 attack,attack
303,flow-000302,udp,ssh,SF,160,976,udp ssh SF 160->976 normal,normal
304,flow-000303,icmp,ssl,RSTR,469,296,icmp ssl RSTR 469->296 normal,normal
305,flow-000304,tcp,http,S0,852,786,tcp http S0 852->786 attack,attack
306,flow-000305,icmp,ssh,REJ,674,639,icmp ssh REJ 674->639 normal,normal
307,flow-000306,icmp,ssl,SF,1513,689,icmp ssl SF 1513->689 normal,normal
308,flow-000307,udp,dns,S1,1398,567,udp dns S1 1398->567 normal,normal
309,flow-000308,udp,other,REJ,662,1109,udp other REJ 662->1109 normal,normal
310,flow-000309,tcp,dns,S0,301,1620,tcp dns S0 301->1620 normal,normal
311,flow-000310,udp,dns,S1,164,827,udp dns S1 164->827 normal,normal
312,flow-000311,icmp,ssh,SF,127,1500,icmp ssh SF 127->1500 normal,normal
313,flow-000312,udp,smtp,RSTR,503,398,udp smtp RSTR 503->398 normal,normal
314,flow-000313,tcp,other,RSTR,1229,826,tcp other RSTR 1229->826 normal,normal
315,flow-000314,udp,smtp,RSTO,1427,452,udp smtp RSTO 1427->452 normal,normal
316,flow-000315,tcp,ssl,RSTR,465,589,tcp ssl RSTR 465->589 normal,normal
317,flow-000316,icmp,other,SF,1058,758,icmp other SF 1058->758 normal,normal
318,flow-000317,tcp,http,S0,453,535,tcp http S0 453->535 attack,attack
319,flow-000318,icmp,ssl,RSTO,912,1083,icmp ssl RSTO 912->1083 normal,normal
320,flow-000319,icmp,smtp,SF,734,88,icmp smtp SF 734->88 attack,attack
321,flow-000320,udp,other,REJ,578,45,udp other REJ 578->45 normal,normal
322,flow-000321,udp,dns,SF,273,1380,udp dns SF 273->1380 normal,normal
323,flow-000322,icmp,dns,SF,330,828,icmp dns SF 330->828 attack,attack
324,flow-000323,icmp,ssh,S1,508,1332,icmp ssh S1 508->1332 normal,normal
325,flow-000324,udp,other,REJ,296,1026,udp other REJ 296->1026 normal,normal
