id,data_subject_id,host,event_id,text
93,user1079,PC-896,4698,An account was successfully logged on. User: user1079 from PC-896
94,user1754,PC-751,4698,An account was successfully logged on. User: user1754 from PC-751
95,user1978,PC-805,4697,An account was locked out. User: user1978
96,user1830,PC-965,1116,An account was locked out. User: user1830
97,user1759,PC-289,1116,Scheduled task created. Name: process by user1759
98,user1375,PC-763,1116,A service was installed in the system. Service: represent by user1375
99,user1898,PC-421,4698,A logon attempt was made using explicit credentials. User: user1898
100,user1772,PC-432,4625,An account was successfully logged on. User: user1772 from PC-432
101,user1645,PC-968,4697,Scheduled task created. Name: policy by user1645
102,user1998,PC-562,4625,A logon attempt was made using explicit credentials. User: user1998
103,user1598,PC-164,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-164
104,user1273,PC-469,1116,Scheduled task created. Name: no by user1273
105,user1891,PC-245,4698,A logon attempt was made using explicit credentials. User: user1891
106,user1623,PC-947,4698,A logon attempt was made using explicit credentials. User: user1623
107,user1114,PC-344,1116,A logon attempt was made using explicit credentials. User: user1114
108,user1739,PC-334,7045,Scheduled task created. Name: draw by user1739
109,user1069,PC-317,1116,A service was installed in the system. Service: probably by user1069
110,user1356,PC-196,1116,A logon attempt was made using explicit credentials. User: user1356
111,user1664,PC-799,1116,A logon attempt was made using explicit credentials. User: user1664
112,user1146,PC-241,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-241
113,user1724,PC-512,1116,Scheduled task created. Name: foot by user1724
114,user1158,PC-230,4625,An account was successfully logged on. User: user1158 from PC-230
115,user1868,PC-706,4698,A service was installed in the system. Service: capital by user1868
116,user1963,PC-329,1116,An account was successfully logged on. User: user1963 from PC-329
117,user1746,PC-564,1116,A logon attempt was made using explicit credentials. User: user1746
118,user1445,PC-515,4698,An account was successfully logged on. User: user1445 from PC-515
119,user1401,PC-493,4698,An account was successfully logged on. User: user1401 from PC-493
120,user1658,PC-245,1116,Scheduled task created. Name: check by user1658
121,user1679,PC-100,4625,A logon attempt was made using explicit credentials. User: user1679
122,user1181,PC-622,4624,A service was installed in the system. Service: finally by user1181
123,user1791,PC-366,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-366
124,user1108,PC-569,4624,A service was installed in the system. Service: force by user1108
125,user1204,PC-805,1116,A service was installed in the system. Service: determine by user1204
126,user1926,PC-167,1116,An account was locked out. User: user1926
127,user1613,PC-881,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-881
128,user1310,PC-497,4698,An account was successfully logged on. User: user1310 from PC-497
129,user1786,PC-603,4625,A service was installed in the system. Service: debate by user1786
130,user1305,PC-432,4697,An account was locked out. User: user1305
131,user1601,PC-826,1116,Scheduled task created. Name: day by user1601
132,user1302,PC-279,4625,A service was installed in the system. Service: thousand by user1302
133,user1249,PC-247,7045,A service was installed in the system. Service: staff by user1249
134,user1351,PC-871,7045,A logon attempt was made using explicit credentials. User: user1351
135,user1587,PC-118,4625,A service was installed in the system. Service: reach by user1587
136,user1787,PC-760,4624,A service was installed in the system. Service: budget by user1787
137,user1376,PC-912,1116,An account was successfully logged on. User: user1376 from PC-912
138,user1862,PC-584,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-584
139,user1868,PC-339,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-339
140,user1240,PC-735,4625,An account was successfully logged on. User: user1240 from PC-735
141,user1260,PC-840,4697,An account was locked out. User: user1260
142,user1038,PC-925,7045,Scheduled task created. Name: east by user1038
143,user1167,PC-436,4625,An account was locked out. User: user1167
145,user1361,PC-309,7045,A logon attempt was made using explicit credentials. User: user1361
146,user1304,PC-318,4624,A service was installed in the system. Service: serve by user1304
147,user1760,PC-735,1116,An account was successfully logged on. User: user1760 from PC-735
148,user1028,PC-528,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-528
149,user1522,PC-659,1116,Scheduled task created. Name: itself by user1522
150,user1391,PC-202,1116,An account was locked out. User: user1391
151,user1774,PC-282,4698,A service was installed in the system. Service: often by user1774
152,user1055,PC-729,4698,A service was installed in the system. Service: security by user1055
153,user1212,PC-141,7045,An account was locked out. User: user1212
154,user1700,PC-243,1116,A logon attempt was made using explicit credentials. User: user1700
155,user1865,PC-375,4697,A service was installed in the system. Service: sell by user1865
156,user1826,PC-126,1116,A service was installed in the system. Service: give by user1826
157,user1568,PC-286,4697,A service was installed in the system. Service: for by user1568
158,user1667,PC-370,4698,An account was successfully logged on. User: user1667 from PC-370
159,user1964,PC-331,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-331
160,user1021,PC-940,4698,A logon attempt was made using explicit credentials. User: user1021
161,user1343,PC-899,4698,An account was successfully logged on. User: user1343 from PC-899
162,user1845,PC-979,1116,A service was installed in the system. Service: house by user1845
163,user1180,PC-497,4625,Scheduled task created. Name: traditional by user1180
164,user1864,PC-877,4698,A logon attempt was made using explicit credentials. User: user1864
165,user1829,PC-171,4697,An account was locked out. User: user1829
166,user1797,PC-653,7045,An account was locked out. User: user1797
167,user1038,PC-744,4697,An account was successfully logged on. User: user1038 from PC-744
168,user1875,PC-871,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-871
169,user1817,PC-522,4625,Scheduled task created. Name: remember by user1817
170,user1325,PC-163,4624,Scheduled task created. Name: speech by user1325
171,user1137,PC-496,4624,A service was installed in the system. Service: from by user1137
172,user1583,PC-143,4625,An account was locked out. User: user1583
173,user1946,PC-492,1116,A logon attempt was made using explicit credentials. User: user1946
174,user1562,PC-196,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-196
175,user1908,PC-639,7045,An account was locked out. User: user1908
176,user1081,PC-312,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-312
177,user1126,PC-522,4624,An account was locked out. User: user1126
178,user1592,PC-324,4698,An account was successfully logged on. User: user1592 from PC-324
179,user1638,PC-378,4625,Scheduled task created. Name: dog by user1638
180,user1526,PC-104,4698,An account was locked out. User: user1526
182,user1794,PC-476,4698,A logon attempt was made using explicit credentials. User: user1794
183,user1670,PC-206,4697,An account was successfully logged on. User: user1670 from PC-206
184,user1458,PC-459,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-459
185,user1645,PC-655,4698,A service was installed in the system. Service: thank by user1645
186,user1390,PC-652,4625,An account was locked out. User: user1390
187,user1005,PC-983,1116,An account was locked out. User: user1005
188,user1824,PC-406,4624,A service was installed in the system. Service: employee by user1824
189,user1016,PC-977,7045,A service was installed in the system. Service: great by user1016
190,user1849,PC-753,4624,An account was locked out. User: user1849
191,user1582,PC-513,4697,A logon attempt was made using explicit credentials. User: user1582
192,user1388,PC-327,1116,A service was installed in the system. Service: pattern by user1388
193,user1339,PC-423,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-423
194,user1761,PC-147,4697,An account was successfully logged on. User: user1761 from PC-147
195,user1639,PC-202,4625,An account was locked out. User: user1639
196,user1788,PC-682,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-682
197,user1950,PC-147,1116,A service was installed in the system. Service: information by user1950
198,user1772,PC-488,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-488
199,user1397,PC-666,4624,An account was successfully logged on. User: user1397 from PC-666
200,user1716,PC-433,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-433
201,user1533,PC-508,4698,An account was locked out. User: user1533
202,user1829,PC-561,4624,A logon attempt was made using explicit credentials. User: user1829
203,user1796,PC-524,4697,An account was locked out. User: user1796
204,user1483,PC-171,4625,Scheduled task created. Name: brother by user1483
205,user1772,PC-521,7045,Scheduled task created. Name: thank by user1772
206,user1415,PC-411,4625,Scheduled task created. Name: federal by user1415
207,user1006,PC-866,4697,An account was successfully logged on. User: user1006 from PC-866
208,user1506,PC-380,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-380
209,user1576,PC-603,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-603
210,user1477,PC-255,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-255
211,user1065,PC-803,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-803
212,user1759,PC-868,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-868
213,user1100,PC-736,1116,Scheduled task created. Name: painting by user1100
214,user1283,PC-226,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-226
215,user1644,PC-102,1116,A service was installed in the system. Service: service by user1644
216,user1911,PC-546,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-546
217,user1678,PC-676,4625,A service was installed in the system. Service: fast by user1678
219,user1756,PC-454,4698,An account was locked out. User: user1756
220,user1934,PC-202,1116,Scheduled task created. Name: identify by user1934
221,user1011,PC-755,4697,Scheduled task created. Name: study by user1011
222,user1060,PC-359,4698,An account was successfully logged on. User: user1060 from PC-359
223,user1907,PC-959,4625,An account was locked out. User: user1907
224,user1070,PC-454,4624,Scheduled task created. Name: condition by user1070
226,user1412,PC-499,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-499
227,user1961,PC-407,1116,An account was successfully logged on. User: user1961 from PC-407
228,user1288,PC-205,4624,Scheduled task created. Name: church by user1288
229,user1378,PC-778,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-778
230,user1824,PC-493,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-493
231,user1710,PC-665,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-665
232,user1232,PC-508,4625,Scheduled task created. Name: condition by user1232
233,user1133,PC-205,4624,An account was successfully logged on. User: user1133 from PC-205
234,user1765,PC-133,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-133
235,user1901,PC-526,1116,A service was installed in the system. Service: government by user1901
236,user1759,PC-252,4697,A logon attempt was made using explicit credentials. User: user1759
237,user1229,PC-422,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-422
238,user1241,PC-910,4697,An account was successfully logged on. User: user1241 from PC-910
239,user1728,PC-663,4697,A logon attempt was made using explicit credentials. User: user1728
240,user1343,PC-745,7045,Scheduled task created. Name: special by user1343
241,user1137,PC-336,1116,An account was successfully logged on. User: user1137 from PC-336
242,user1917,PC-375,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-375
243,user1332,PC-990,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-990
244,user1711,PC-366,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-366
245,user1701,PC-724,4624,An account was locked out. User: user1701
246,user1401,PC-374,1116,Scheduled task created. Name: remember by user1401
247,user1872,PC-908,4698,An account was successfully logged on. User: user1872 from PC-908
248,user1810,PC-275,7045,A logon attempt was made using explicit credentials. User: user1810
249,user1519,PC-380,4624,Scheduled task created. Name: read by user1519
250,user1556,PC-413,7045,Scheduled task created. Name: respond by user1556
251,user1830,PC-265,7045,An account was successfully logged on. User: user1830 from PC-265
252,user1071,PC-917,4698,An account was successfully logged on. User: user1071 from PC-917
253,user1703,PC-833,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-833
255,user1637,PC-230,4697,Scheduled task created. Name: remember by user1637
256,user1041,PC-863,4624,Scheduled task created. Name: interesting by user1041
257,user1792,PC-176,4625,An account was successfully logged on. User: user1792 from PC-176
258,user1913,PC-235,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-235
259,user1327,PC-399,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-399
260,user1557,PC-839,4625,A service was installed in the system. Service: history by user1557
261,user1203,PC-940,4697,An account was locked out. User: user1203
262,user1485,PC-591,4624,An account was locked out. User: user1485
263,user1229,PC-368,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-368
264,user1921,PC-808,4624,Scheduled task created. Name: response by user1921
265,user1001,PC-220,4625,A service was installed in the system. Service: manager by user1001
266,user1684,PC-539,4625,An account was successfully logged on. User: user1684 from PC-539
267,user1927,PC-932,4697,A service was installed in the system. Service: second by user1927
268,user1019,PC-262,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-262
269,user1897,PC-719,1116,Scheduled task created. Name: yet by user1897
270,user1739,PC-871,1116,A service was installed in the system. Service: international by user1739
271,user1141,PC-116,1116,A logon attempt was made using explicit credentials. User: user1141
272,user1928,PC-431,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-431
273,user1251,PC-400,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-400
274,user1652,PC-465,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-465
275,user1654,PC-892,4624,A logon attempt was made using explicit credentials. User: user1654
276,user1277,PC-341,4698,Scheduled task created. Name: watch by user1277
277,user1295,PC-348,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-348
278,user1083,PC-620,1116,Scheduled task created. Name: five by user1083
279,user1815,PC-620,4698,An account was locked out. User: user1815
280,user1147,PC-999,1116,A service was installed in the system. Service: test by user1147
281,user1105,PC-504,7045,Scheduled task created. Name: why by user1105
282,user1992,PC-696,7045,Scheduled task created. Name: upon by user1992
284,user1004,PC-522,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-522
285,user1303,PC-896,1116,An account was locked out. User: user1303
286,user1925,PC-237,4698,Scheduled task created. Name: nature by user1925
288,user1758,PC-202,4625,An account was locked out. User: user1758
289,user1197,PC-585,7045,An account was successfully logged on. User: user1197 from PC-585
290,user1100,PC-570,4625,An account was successfully logged on. User: user1100 from PC-570
291,user1020,PC-505,4697,An account was successfully logged on. User: user1020 from PC-505
292,user1077,PC-104,1116,An account was successfully logged on. User: user1077 from PC-104
293,user1042,PC-310,4697,A logon attempt was made using explicit credentials. User: user1042
294,user1629,PC-460,7045,A service was installed in the system. Service: voice by user1629
295,user1960,PC-286,7045,A logon attempt was made using explicit credentials. User: user1960
296,user1507,PC-281,4625,An account was successfully logged on. User: user1507 from PC-281
297,user1936,PC-385,1116,A logon attempt was made using explicit credentials. User: user1936
298,user1369,PC-416,4698,Scheduled task created. Name: heart by user1369
299,user1039,PC-793,7045,A service was installed in the system. Service: use by user1039
300,user1925,PC-946,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-946
301,user1827,PC-230,4624,A service was installed in the system. Service: rich by user1827
302,user1324,PC-369,4624,An account was locked out. User: user1324
303,user1544,PC-144,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-144
304,user1032,PC-667,4625,An account was locked out. User: user1032
305,user1339,PC-677,4698,A service was installed in the system. Service: discuss by user1339
306,user1768,PC-868,7045,An account was successfully logged on. User: user1768 from PC-868
307,user1331,PC-748,4698,Scheduled task created. Name: become by user1331
308,user1799,PC-626,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-626
309,user1454,PC-263,4625,A logon attempt was made using explicit credentials. User: user1454
310,user1890,PC-763,4624,Scheduled task created. Name: throughout by user1890
311,user1287,PC-868,4624,An account was successfully logged on. User: user1287 from PC-868
312,user1765,PC-296,4698,A logon attempt was made using explicit credentials. User: user1765
313,user1881,PC-300,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-300
314,user1957,PC-189,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-189
315,user1945,PC-764,4698,Scheduled task created. Name: its by user1945
316,user1716,PC-270,4698,A logon attempt was made using explicit credentials. User: user1716
317,user1163,PC-691,1116,A logon attempt was made using explicit credentials. User: user1163
318,user1502,PC-878,7045,A service was installed in the system. Service: catch by user1502
319,user1203,PC-241,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-241
320,user1558,PC-680,4624,An account was locked out. User: user1558
321,user1055,PC-454,4697,An account was locked out. User: user1055
322,user1382,PC-609,4625,A service was installed in the system. Service: paper by user1382
323,user1476,PC-178,4625,A logon attempt was made using explicit credentials. User: user1476
324,user1747,PC-881,7045,A service was installed in the system. Service: cost by user1747
325,user1317,PC-431,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-431
326,user1215,PC-910,1116,An account was successfully logged on. User: user1215 from PC-910
327,user1244,PC-341,1116,Scheduled task created. Name: option by user1244
328,user1902,PC-188,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-188
329,user1162,PC-915,4698,A logon attempt was made using explicit credentials. User: user1162
331,user1047,PC-128,7045,A logon attempt was made using explicit credentials. User: user1047
332,user1807,PC-746,4625,A logon attempt was made using explicit credentials. User: user1807
333,user1613,PC-797,4697,An account was locked out. User: user1613
334,user1285,PC-205,4624,Scheduled task created. Name: two by user1285
335,user1688,PC-184,4697,An account was successfully logged on. User: user1688 from PC-184
336,user1624,PC-442,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-442
337,user1271,PC-662,4625,An account was successfully logged on. User: user1271 from PC-662
338,user1680,PC-732,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-732
339,user1498,PC-465,4625,An account was successfully logged on. User: user1498 from PC-465
340,user1426,PC-797,4625,An account was locked out. User: user1426
341,user1651,PC-706,4697,An account was locked out. User: user1651
342,user1061,PC-630,4698,An account was locked out. User: user1061
343,user1117,PC-828,4624,An account was locked out. User: user1117
344,user1617,PC-236,4625,A logon attempt was made using explicit credentials. User: user1617
345,user1105,PC-407,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-407
346,user1013,PC-340,1116,A service was installed in the system. Service: how by user1013
348,user1872,PC-454,4624,A service was installed in the system. Service: feeling by user1872
349,user1517,PC-991,4697,A service was installed in the system. Service: everything by user1517
350,user1365,PC-325,4624,A service was installed in the system. Service: heavy by user1365
351,user1400,PC-486,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-486
352,user1406,PC-285,4625,An account was successfully logged on. User: user1406 from PC-285
353,user1841,PC-548,4625,An account was successfully logged on. User: user1841 from PC-548
354,user1013,PC-527,4624,A logon attempt was made using explicit credentials. User: user1013
355,user1386,PC-851,1116,A logon attempt was made using explicit credentials. User: user1386
356,user1596,PC-551,4624,A service was installed in the system. Service: attack by user1596
357,user1346,PC-371,1116,An account was locked out. User: user1346
358,user1499,PC-127,4624,An account was locked out. User: user1499
359,user1745,PC-102,1116,A logon attempt was made using explicit credentials. User: user1745
360,user1526,PC-907,4697,An account was successfully logged on. User: user1526 from PC-907
361,user1712,PC-877,7045,An account was locked out. User: user1712
362,user1820,PC-654,4697,Scheduled task created. Name: public by user1820
363,user1977,PC-604,4697,A logon attempt was made using explicit credentials. User: user1977
364,user1101,PC-543,4624,Scheduled task created. Name: rather by user1101
365,user1374,PC-383,7045,A logon attempt was made using explicit credentials. User: user1374
366,user1094,PC-666,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-666
367,user1183,PC-736,4624,A service was installed in the system. Service: sport by user1183
368,user1128,PC-266,4697,A service was installed in the system. Service: fly by user1128
369,user1585,PC-119,1116,A logon attempt was made using explicit credentials. User: user1585
370,user1247,PC-556,1116,An account was locked out. User: user1247
371,user1420,PC-813,4624,Scheduled task created. Name: nothing by user1420
372,user1741,PC-762,7045,A logon attempt was made using explicit credentials. User: user1741
373,user1788,PC-417,4698,A logon attempt was made using explicit credentials. User: user1788
374,user1547,PC-980,7045,A service was installed in the system. Service: some by user1547
375,user1545,PC-924,4624,An account was locked out. User: user1545
376,user1061,PC-239,4624,A logon attempt was made using explicit credentials. User: user1061
377,user1626,PC-112,4698,An account was successfully logged on. User: user1626 from PC-112
378,user1834,PC-910,4697,A logon attempt was made using explicit credentials. User: user1834
379,user1411,PC-262,1116,A logon attempt was made using explicit credentials. User: user1411
380,user1474,PC-507,4625,Scheduled task created. Name: born by user1474
381,user1978,PC-294,4625,Scheduled task created. Name: away by user1978
382,user1772,PC-509,4625,An account was locked out. User: user1772
383,user1480,PC-965,4624,An account was locked out. User: user1480
384,user1006,PC-932,4625,A service was installed in the system. Service: part by user1006
385,user1469,PC-349,7045,A service was installed in the system. Service: budget by user1469
386,user1873,PC-199,4698,A service was installed in the system. Service: make by user1873
387,user1918,PC-908,1116,A service was installed in the system. Service: pattern by user1918
388,user1687,PC-362,4697,A logon attempt was made using explicit credentials. User: user1687
389,user1294,PC-247,4697,An account was successfully logged on. User: user1294 from PC-247
390,user1762,PC-556,4624,A logon attempt was made using explicit credentials. User: user1762
391,user1070,PC-769,1116,An account was successfully logged on. User: user1070 from PC-769
392,user1510,PC-945,4698,A logon attempt was made using explicit credentials. User: user1510
393,user1561,PC-290,4698,A logon attempt was made using explicit credentials. User: user1561
395,user1213,PC-718,4698,A logon attempt was made using explicit credentials. User: user1213
396,user1018,PC-503,7045,A logon attempt was made using explicit credentials. User: user1018
397,user1866,PC-999,4625,Scheduled task created. Name: piece by user1866
398,user1252,PC-931,4698,An account was successfully logged on. User: user1252 from PC-931
399,user1662,PC-254,4624,Scheduled task created. Name: that by user1662
400,user1984,PC-829,4698,An account was locked out. User: user1984
401,user1244,PC-992,4624,An account was successfully logged on. User: user1244 from PC-992
402,user1270,PC-686,4624,Scheduled task created. Name: age by user1270
403,user1081,PC-338,4624,A service was installed in the system. Service: attention by user1081
404,user1968,PC-864,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-864
405,user1934,PC-193,7045,An account was successfully logged on. User: user1934 from PC-193
406,user1443,PC-932,4697,A logon attempt was made using explicit credentials. User: user1443
407,user1405,PC-512,4697,An account was locked out. User: user1405
408,user1852,PC-797,4624,An account was successfully logged on. User: user1852 from PC-797
409,user1194,PC-657,4625,An account was locked out. User: user1194
410,user1796,PC-392,1116,Scheduled task created. Name: type by user1796
411,user1824,PC-903,1116,An account was locked out. User: user1824
412,user1504,PC-891,4625,An account was successfully logged on. User: user1504 from PC-891
413,user1493,PC-183,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-183
414,user1618,PC-896,4698,A service was installed in the system. Service: adult by user1618
415,user1912,PC-201,4625,An account was locked out. User: user1912
416,user1201,PC-598,4624,A logon attempt was made using explicit credentials. User: user1201
