id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label
88,flow-000087,udp,dns,S1,1159,134,udp dns S1 1159->134 attack,attack
89,flow-000088,icmp,ssh,REJ,1446,1505,icmp ssh REJ 1446->1505 attack,attack
90,flow-000089,tcp,ssl,REJ,634,1895,tcp ssl REJ 634->1895 normal,normal
91,flow-000090,tcp,dns,REJ,405,384,tcp dns REJ 405->384 attack,attack
92,flow-000091,icmp,ftp,S1,375,709,icmp ftp S1 375->709 normal,normal
93,flow-000092,icmp,ssl,SF,1224,653,icmp ssl SF 1224->653 normal,normal
94,flow-000093,udp,smtp,SF,796,901,udp smtp SF 796->901 normal,normal
95,flow-000094,udp,dns,RSTR,1306,250,udp dns RSTR 1306->250 attack,attack
96,flow-000095,tcp,other,S0,735,165,tcp other S0 735->165 attack,attack
97,flow-000096,tcp,other,S1,441,377,tcp other S1 441->377 normal,normal
98,flow-000097,icmp,ftp,RSTO,422,1574,icmp ftp RSTO 422->1574 normal,normal
99,flow-000098,icmp,smtp,S0,23,1346,icmp smtp S0 23->1346 attack,attack
100,flow-000099,udp,http,S1,76,1182,udp http S1 76->1182 attack,attack
101,flow-000100,tcp,http,S1,527,1482,tcp http S1 527->1482 normal,normal
102,flow-000101,icmp,dns,RSTO,651,913,icmp dns RSTO 651->913 normal,normal
103,flow-000102,icmp,other,RSTR,1755,928,icmp other RSTR 1755->928 normal,normal
104,flow-000103,tcp,dns,RSTO,905,187,tcp dns RSTO 905->187 normal,normal
105,flow-000104,tcp,ssh,RSTR,813,875,tcp ssh RSTR 813->875 normal,normal
106,flow-000105,udp,http,REJ,1200,5,udp http REJ 1200->5 normal,normal
107,flow-000106,icmp,ssl,S0,755,137,icmp ssl S0 755->137 normal,normal
108,flow-000107,udp,http,REJ,525,1160,udp http REJ 525->1160 normal,normal
109,flow-000108,tcp,ssl,S1,1113,833,tcp ssl S1 1113->833 attack,attack
110,flow-000109,udp,smtp,RSTO,1491,721,udp smtp RSTO 1491->721 normal,normal
111,flow-000110,tcp,other,S0,791,221,tcp other S0 791->221 attack,attack
112,flow-000111,tcp,other,RSTO,135,148,tcp other RSTO 135->148 normal,normal
113,flow-000112,icmp,dns,RSTO,673,1105,icmp dns RSTO 673->1105 normal,normal
114,flow-000113,icmp,ssl,REJ,1591,0,icmp ssl REJ 1591->0 normal,normal
115,flow-000114,udp,ssh,REJ,822,1134,udp ssh REJ 822->1134 normal,normal
116,flow-000115,tcp,http,REJ,826,122,tcp http REJ 826->122 normal,normal
117,flow-000116,tcp,smtp,REJ,950,320,tcp smtp REJ 950->320 normal,normal
118,flow-000117,icmp,ftp,S1,583,961,icmp ftp S1 583->961 normal,normal
119,flow-000118,udp,ssh,S0,213,328,udp ssh S0 213->328 normal,normal
120,flow-000119,tcp,dns,S1,442,1070,tcp dns S1 442->1070 attack,attack
121,flow-000120,tcp,ssh,RSTR,109,476,tcp ssh RSTR 109->476 normal,normal
122,flow-000121,udp,smtp,S0,674,1022,udp smtp S0 674->1022 attack,attack
123,flow-000122,tcp,smtp,REJ,468,1155,tcp smtp REJ 468->1155 normal,normal
124,flow-000123,icmp,ftp,RSTR,1007,689,icmp ftp RSTR 1007->689 normal,normal
125,flow-000124,icmp,other,S0,98,245,icmp other S0 98->245 normal,normal
126,flow-000125,udp,smtp,RSTO,1073,411,udp smtp RSTO 1073->411 normal,normal
127,flow-000126,icmp,dns,RSTR,513,183,icmp dns RSTR 513->183 attack,attack
128,flow-000127,tcp,ssl,RSTR,262,438,tcp ssl RSTR 262->438 normal,normal
129,flow-000128,icmp,ssl,RSTR,1310,427,icmp ssl RSTR 1310->427 attack,attack
130,flow-000129,udp,ftp,RSTR,921,546,udp ftp RSTR 921->546 normal,normal
131,flow-000130,icmp,smtp,RSTO,341,24,icmp smtp RSTO 341->24 attack,attack
132,flow-000131,icmp,ssh,RSTO,438,952,icmp ssh RSTO 438->952 attack,attack
133,flow-000132,tcp,ftp,RSTR,198,556,tcp ftp RSTR 198->556 normal,normal
134,flow-000133,icmp,ssh,RSTO,492,36,icmp ssh RSTO 492->36 normal,normal
135,flow-000134,udp,ssh,RSTO,814,1284,udp ssh RSTO 814->1284 attack,attack
136,flow-000135,udp,smtp,REJ,1803,1159,udp smtp REJ 1803->1159 normal,normal
137,flow-000136,tcp,ftp,RSTR,1279,1063,tcp ftp RSTR 1279->1063 attack,attack
138,flow-000137,tcp,other,RSTR,621,714,tcp other RSTR 621->714 normal,normal
139,flow-000138,icmp,ftp,S0,1423,371,icmp ftp S0 1423->371 normal,normal
140,flow-000139,icmp,other,SF,467,407,icmp other SF 467->407 normal,normal
141,flow-000140,icmp,http,S0,1209,153,icmp http S0 1209->153 attack,attack
142,flow-000141,icmp,ssl,SF,719,747,icmp ssl SF 719->747 normal,normal
143,flow-000142,tcp,http,SF,317,1184,tcp http SF 317->1184 normal,normal
144,flow-000143,udp,dns,RSTR,389,213,udp dns RSTR 389->213 attack,attack
145,flow-000144,tcp,http,SF,411,970,tcp http SF 411->970 normal,normal
146,flow-000145,tcp,http,S1,148,762,tcp http S1 148->762 normal,normal
147,flow-000146,udp,smtp,S0,220,869,udp smtp S0 220->869 normal,normal
148,flow-000147,icmp,ssh,RSTR,1123,1201,icmp ssh RSTR 1123->1201 normal,normal
149,flow-000148,tcp,http,SF,1333,654,tcp http SF 1333->654 normal,normal
150,flow-000149,tcp,other,REJ,1318,819,tcp other REJ 1318->819 normal,normal
151,flow-000150,tcp,ssl,REJ,1710,192,tcp ssl REJ 1710->192 normal,normal
152,flow-000151,udp,ftp,REJ,1083,905,udp ftp REJ 1083->905 normal,normal
153,flow-000152,icmp,dns,RSTO,102,1255,icmp dns RSTO 102->1255 attack,attack
154,flow-000153,icmp,http,SF,552,958,icmp http SF 552->958 normal,normal
155,flow-000154,icmp,dns,REJ,638,112,icmp dns REJ 638->112 attack,attack
156,flow-000155,icmp,ssh,REJ,277,167,icmp ssh REJ 277->167 normal,normal
157,flow-000156,tcp,other,RSTR,697,898,tcp other RSTR 697->898 normal,normal
158,flow-000157,tcp,dns,S1,270,23,tcp dns S1 270->23 normal,normal
159,flow-000158,icmp,smtp,REJ,1289,467,icmp smtp REJ 1289->467 attack,attack
160,flow-000159,icmp,ftp,RSTR,923,819,icmp ftp RSTR 923->819 attack,attack
161,flow-000160,tcp,smtp,RSTO,723,251,tcp smtp RSTO 723->251 normal,normal
162,flow-000161,tcp,ssl,RSTO,1286,2481,tcp ssl RSTO 1286->2481 normal,normal
163,flow-000162,icmp,other,REJ,315,136,icmp other REJ 315->136 attack,attack
164,flow-000163,icmp,dns,RSTR,1036,1279,icmp dns RSTR 1036->1279 normal,normal
165,flow-000164,icmp,other,SF,806,532,icmp other SF 806->532 normal,normal
166,flow-000165,udp,ssh,S0,47,1122,udp ssh S0 47->1122 attack,attack
167,flow-000166,tcp,http,RSTR,1303,1420,tcp http RSTR 1303->1420 attack,attack
168,flow-000167,udp,http,RSTR,19,697,udp http RSTR 19->697 attack,attack
169,flow-000168,udp,other,SF,233,1603,udp other SF 233->1603 normal,normal
170,flow-000169,icmp,http,SF,322,690,icmp http SF 322->690 normal,normal
171,flow-000170,icmp,other,SF,947,1569,icmp other SF 947->1569 normal,normal
172,flow-000171,icmp,ssl,REJ,260,639,icmp ssl REJ 260->639 normal,normal
173,flow-000172,udp,dns,SF,337,144,udp dns SF 337->144 normal,normal
174,flow-000173,icmp,ssl,RSTR,1306,733,icmp ssl RSTR 1306->733 normal,normal
175,flow-000174,icmp,ssh,SF,1198,817,icmp ssh SF 1198->817 normal,normal
176,flow-000175,tcp,ssh,SF,511,658,tcp ssh SF 511->658 normal,normal
177,flow-000176,tcp,other,REJ,698,632,tcp other REJ 698->632 normal,normal
178,flow-000177,tcp,ssh,RSTR,1134,245,tcp ssh RSTR 1134->245 normal,normal
179,flow-000178,icmp,http,RSTO,737,934,icmp http RSTO 737->934 normal,normal
180,flow-000179,tcp,http,SF,149,520,tcp http SF 149->520 normal,normal
181,flow-000180,tcp,dns,S1,1374,321,tcp dns S1 1374->321 attack,attack
182,flow-000181,udp,ftp,RSTO,807,104,udp ftp RSTO 807->104 normal,normal
183,flow-000182,udp,ftp,S0,587,672,udp ftp S0 587->672 normal,normal
184,flow-000183,tcp,smtp,S1,354,925,tcp smtp S1 354->925 normal,normal
185,flow-000184,udp,ssl,SF,706,515,udp ssl SF 706->515 normal,normal
186,flow-000185,tcp,smtp,REJ,610,1249,tcp smtp REJ 610->1249 normal,normal
187,flow-000186,udp,other,SF,652,378,udp other SF 652->378 normal,normal
188,flow-000187,udp,http,S0,356,496,udp http S0 356->496 normal,normal
189,flow-000188,icmp,ftp,S1,498,861,icmp ftp S1 498->861 normal,normal
190,flow-000189,tcp,other,RSTO,18,892,tcp other RSTO 18->892 attack,attack
191,flow-000190,tcp,dns,RSTR,582,327,tcp dns RSTR 582->327 normal,normal
192,flow-000191,tcp,ftp,S0,134,573,tcp ftp S0 134->573 normal,normal
193,flow-000192,icmp,ftp,RSTO,739,668,icmp ftp RSTO 739->668 normal,normal
194,flow-000193,icmp,ssh,S1,76,512,icmp ssh S1 76->512 normal,normal
195,flow-000194,tcp,http,S0,62,333,tcp http S0 62->333 normal,normal
196,flow-000195,tcp,dns,S1,512,1013,tcp dns S1 512->1013 normal,normal
197,flow-000196,icmp,other,REJ,311,221,icmp other REJ 311->221 attack,attack
198,flow-000197,udp,smtp,S1,28,1604,udp smtp S1 28->1604 normal,normal
199,flow-000198,udp,ftp,RSTR,602,740,udp ftp RSTR 602->740 normal,normal
200,flow-000199,icmp,other,S0,1320,633,icmp other S0 1320->633 normal,normal
201,flow-000200,tcp,other,S1,653,268,tcp other S1 653->268 attack,attack
202,flow-000201,tcp,ftp,SF,439,778,tcp ftp SF 439->778 attack,attack
203,flow-000202,tcp,dns,SF,292,466,tcp dns SF 292->466 normal,normal
204,flow-000203,icmp,http,S0,421,1263,icmp http S0 421->1263 normal,normal
205,flow-000204,udp,ssl,S0,901,1068,udp ssl S0 901->1068 attack,attack
206,flow-000205,udp,ftp,REJ,372,1068,udp ftp REJ 372->1068 attack,attack
207,flow-000206,udp,ssl,REJ,851,1297,udp ssl REJ 851->1297 normal,normal
208,flow-000207,icmp,ssl,RSTO,2,464,icmp ssl RSTO 2->464 normal,normal
209,flow-000208,icmp,ssh,RSTR,873,875,icmp ssh RSTR 873->875 normal,normal
210,flow-000209,tcp,ssh,RSTR,1213,826,tcp ssh RSTR 1213->826 normal,normal
211,flow-000210,udp,ssh,RSTR,441,11,udp ssh RSTR 441->11 normal,normal
212,flow-000211,tcp,ftp,RSTR,859,664,tcp ftp RSTR 859->664 normal,normal
213,flow-000212,udp,other,SF,1773,706,udp other SF 1773->706 normal,normal
214,flow-000213,udp,dns,REJ,90,701,udp dns REJ 90->701 normal,normal
215,flow-000214,udp,ftp,REJ,559,279,udp ftp REJ 559->279 normal,normal
216,flow-000215,icmp,dns,SF,295,393,icmp dns SF 295->393 normal,normal
217,flow-000216,tcp,http,RSTO,730,119,tcp http RSTO 730->119 normal,normal
218,flow-000217,icmp,ftp,S0,592,1604,icmp ftp S0 592->1604 normal,normal
219,flow-000218,udp,ssh,SF,183,1542,udp ssh SF 183->1542 normal,normal
220,flow-000219,tcp,http,RSTO,383,289,tcp http RSTO 383->289 normal,normal
221,flow-000220,icmp,smtp,S0,166,857,icmp smtp S0 166->857 attack,attack
222,flow-000221,icmp,other,RSTO,65,346,icmp other RSTO 65->346 attack,attack
223,flow-000222,udp,smtp,RSTO,429,1792,udp smtp RSTO 429->1792 normal,normal
224,flow-000223,icmp,other,RSTO,658,1173,icmp other RSTO 658->1173 normal,normal
225,flow-000224,udp,dns,S1,138,182,udp dns S1 138->182 normal,normal
226,flow-000225,udp,ssl,SF,66,751,udp ssl SF 66->751 normal,normal
227,flow-000226,udp,ftp,S1,1150,1635,udp ftp S1 1150->1635 attack,attack
228,flow-000227,tcp,other,S0,695,457,tcp other S0 695->457 normal,normal
229,flow-000228,tcp,ssl,RSTR,542,204,tcp ssl RSTR 542->204 normal,normal
230,flow-000229,udp,smtp,RSTO,517,293,udp smtp RSTO 517->293 normal,normal
231,flow-000230,udp,http,RSTO,307,884,udp http RSTO 307->884 attack,attack
232,flow-000231,tcp,other,RSTR,1361,1118,tcp other RSTR 1361->1118 attack,attack
233,flow-000232,tcp,other,REJ,97,1282,tcp other REJ 97->1282 normal,normal
234,flow-000233,icmp,dns,SF,328,1356,icmp dns SF 328->1356 normal,normal
235,flow-000234,tcp,http,S0,1149,1362,tcp http S0 1149->1362 normal,normal
236,flow-000235,tcp,http,RSTO,416,278,tcp http RSTO 416->278 normal,normal
237,flow-000236,tcp,other,S1,220,1353,tcp other S1 220->1353 normal,normal
238,flow-000237,udp,ssl,SF,1076,748,udp ssl SF 1076->748 attack,attack
239,flow-000238,udp,dns,S1,1611,418,udp dns S1 1611->418 normal,normal
240,flow-000239,icmp,other,S0,612,1412,icmp other S0 612->1412 normal,normal
241,flow-000240,udp,ssl,SF,138,629,udp ssl SF 138->629 normal,normal
242,flow-000241,udp,other,RSTR,899,773,udp other RSTR 899->773 normal,normal
243,flow-000242,tcp,other,RSTR,21,1197,tcp other RSTR 21->1197 normal,normal
244,flow-000243,tcp,ssh,REJ,472,36,tcp ssh REJ 472->36 normal,normal
245,flow-000244,icmp,dns,REJ,1353,305,icmp dns REJ 1353->305 normal,normal
246,flow-000245,tcp,http,S0,927,945,tcp http S0 927->945 normal,normal
247,flow-000246,udp,ftp,S1,794,791,udp ftp S1 794->791 normal,normal
248,flow-000247,icmp,smtp,RSTR,432,1675,icmp smtp RSTR 432->1675 attack,attack
249,flow-000248,icmp,ssl,REJ,155,307,icmp ssl REJ 155->307 normal,normal
250,flow-000249,icmp,smtp,SF,268,909,icmp smtp SF 268->909 normal,normal
251,flow-000250,udp,http,RSTO,117,1108,udp http RSTO 117->1108 normal,normal
252,flow-000251,tcp,other,S0,408,1294,tcp other S0 408->1294 normal,normal
253,flow-000252,tcp,smtp,RSTR,387,851,tcp smtp RSTR 387->851 normal,normal
254,flow-000253,tcp,ssl,RSTR,1336,1068,tcp ssl RSTR 1336->1068 normal,normal
255,flow-000254,tcp,smtp,RSTO,453,1304,tcp smtp RSTO 453->1304 attack,attack
256,flow-000255,tcp,ftp,S0,911,1506,tcp ftp S0 911->1506 normal,normal
257,flow-000256,udp,smtp,S1,15,540,udp smtp S1 15->540 normal,normal
258,flow-000257,icmp,ssl,S0,1358,0,icmp ssl S0 1358->0 attack,attack
259,flow-000258,icmp,other,S1,458,867,icmp other S1 458->867 attack,attack
260,flow-000259,udp,other,S1,507,404,udp other S1 507->404 normal,normal
261,flow-000260,icmp,dns,RSTR,1124,573,icmp dns RSTR 1124->573 attack,attack
262,flow-000261,icmp,ssl,S0,909,1976,icmp ssl S0 909->1976 normal,normal
263,flow-000262,tcp,ssh,RSTR,257,1498,tcp ssh RSTR 257->1498 attack,attack
264,flow-000263,udp,ssh,S0,616,738,udp ssh S0 616->738 normal,normal
265,flow-000264,udp,smtp,S1,659,1563,udp smtp S1 659->1563 normal,normal
266,flow-000265,udp,ssl,SF,73,1472,udp ssl SF 73->1472 normal,normal
267,flow-000266,tcp,smtp,SF,814,1499,tcp smtp SF 814->1499 normal,normal
268,flow-000267,tcp,other,S1,336,309,tcp other S1 336->309 normal,normal
269,flow-000268,icmp,dns,RSTR,802,1483,icmp dns RSTR 802->1483 attack,attack
270,flow-000269,udp,smtp,SF,567,664,udp smtp SF 567->664 normal,normal
271,flow-000270,icmp,ssl,S1,292,1682,icmp ssl S1 292->1682 attack,attack
272,flow-000271,udp,ssl,S1,692,15,udp ssl S1 692->15 normal,normal
273,flow-000272,icmp,ssh,RSTR,1350,939,icmp ssh RSTR 1350->939 normal,normal
274,flow-000273,tcp,ssl,S1,192,765,tcp ssl S1 192->765 attack,attack
275,flow-000274,icmp,http,REJ,1276,1258,icmp http REJ 1276->1258 attack,attack
276,flow-000275,udp,dns,SF,894,1786,udp dns SF 894->1786 normal,normal
277,flow-000276,udp,ssh,RSTR,87,2534,udp ssh RSTR 87->2534 normal,normal
278,flow-000277,udp,ssl,S1,837,1387,udp ssl S1 837->1387 normal,normal
279,flow-000278,icmp,smtp,SF,399,231,icmp smtp SF 399->231 attack,attack
280,flow-000279,udp,http,REJ,1176,152,udp http REJ 1176->152 attack,attack
281,flow-000280,udp,smtp,S1,736,307,udp smtp S1 736->307 normal,normal
282,flow-000281,udp,ssh,RSTO,1229,722,udp ssh RSTO 1229->722 normal,normal
283,flow-000282,tcp,dns,S0,598,458,tcp dns S0 598->458 normal,normal
284,flow-000283,tcp,other,REJ,464,1383,tcp other REJ 464->1383 normal,normal
285,flow-000284,udp,http,S0,1917,610,udp http S0 1917->610 attack,attack
286,flow-000285,tcp,http,RSTR,242,620,tcp http RSTR 242->620 normal,normal
287,flow-000286,tcp,ftp,RSTR,274,1016,tcp ftp RSTR 274->1016 normal,normal
288,flow-000287,icmp,dns,RSTR,569,388,icmp dns RSTR 569->388 attack,attack
289,flow-000288,tcp,smtp,RSTR,1109,207,tcp smtp RSTR 1109->207 normal,normal
290,flow-000289,tcp,dns,RSTR,109,1425,tcp dns RSTR 109->1425 normal,normal
291,flow-000290,tcp,ftp,RSTR,754,1144,tcp ftp RSTR 754->1144 normal,normal
292,flow-000291,icmp,ssh,REJ,783,236,icmp ssh REJ 783->236 normal,normal
293,flow-000292,tcp,ssl,RSTR,516,217,tcp ssl RSTR 516->217 normal,normal
294,flow-000293,tcp,http,RSTR,340,738,tcp http RSTR 340->738 normal,normal
295,flow-000294,udp,ssh,S0,55,952,udp ssh S0 55->952 normal,normal
296,flow-000295,udp,ssh,S1,1149,579,udp ssh S1 1149->579 attack,attack
297,flow-000296,tcp,ssh,REJ,785,722,tcp ssh REJ 785->722 attack,attack
298,flow-000297,tcp,ftp,RSTR,1030,749,tcp ftp RSTR 1030->749 normal,normal
299,flow-000298,icmp,http,S1,328,957,icmp http S1 328->957 normal,normal
300,flow-000299,tcp,ftp,S1,281,572,tcp ftp S1 281->572 attack,attack
301,flow-000300,tcp,other,S0,1638,961,tcp other S0 1638->961 normal,normal
302,flow-000301,udp,ftp,RSTO,486,630,udp ftp RSTO 486->630 normal,normal
303,flow-000302,tcp,other,S1,399,399,tcp other S1 399->399 normal,normal
304,flow-000303,icmp,ftp,REJ,977,767,icmp ftp REJ 977->767 normal,normal
305,flow-000304,udp,ssl,RSTO,880,1322,udp ssl RSTO 880->1322 normal,normal
306,flow-000305,tcp,smtp,RSTO,486,325,tcp smtp RSTO 486->325 normal,normal
307,flow-000306,udp,ssl,S0,1689,935,udp ssl S0 1689->935 normal,normal
308,flow-000307,udp,ssl,REJ,1123,368,udp ssl REJ 1123->368 normal,normal
309,flow-000308,icmp,ftp,S1,815,35,icmp ftp S1 815->35 normal,normal
310,flow-000309,udp,other,REJ,1390,519,udp other REJ 1390->519 normal,normal
311,flow-000310,tcp,ssh,S0,310,469,tcp ssh S0 310->469 normal,normal
312,flow-000311,icmp,ssh,SF,141,2222,icmp ssh SF 141->2222 normal,normal
313,flow-000312,icmp,other,S0,91,640,icmp other S0 91->640 attack,attack
314,flow-000313,icmp,smtp,S1,522,597,icmp smtp S1 522->597 normal,normal
315,flow-000314,udp,other,SF,184,430,udp other SF 184->430 normal,normal
316,flow-000315,udp,other,REJ,74,927,udp other REJ 74->927 normal,normal
317,flow-000316,icmp,ssl,S0,363,1134,icmp ssl S0 363->1134 normal,normal
318,flow-000317,tcp,ftp,RSTO,241,472,tcp ftp RSTO 241->472 attack,attack
319,flow-000318,icmp,ssh,S0,385,1158,icmp ssh S0 385->1158 normal,normal
320,flow-000319,tcp,other,S0,1572,891,tcp other S0 1572->891 normal,normal
321,flow-000320,tcp,ssh,S1,345,70,tcp ssh S1 345->70 normal,normal
322,flow-000321,tcp,dns,S0,330,369,tcp dns S0 330->369 normal,normal
323,flow-000322,tcp,ssl,S1,170,730,tcp ssl S1 170->730 normal,normal
324,flow-000323,icmp,dns,REJ,57,1677,icmp dns REJ 57->1677 attack,attack
325,flow-000324,udp,http,SF,539,448,udp http SF 539->448 normal,normal
326,flow-000325,icmp,other,S0,1143,1619,icmp other S0 1143->1619 normal,normal
327,flow-000326,udp,smtp,RSTO,723,396,udp smtp RSTO 723->396 normal,normal
