id,data_subject_id,host,event_id,text
86,user1038,PC-214,7045,Scheduled task created. Name: join by user1038
87,user1889,PC-969,4697,An account was locked out. User: user1889
88,user1795,PC-804,4697,A service was installed in the system. Service: will by user1795
89,user1234,PC-711,7045,A service was installed in the system. Service: least by user1234
91,user1874,PC-712,7045,A service was installed in the system. Service: score by user1874
92,user1946,PC-999,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-999
93,user1621,PC-840,4698,A service was installed in the system. Service: take by user1621
94,user1113,PC-616,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-616
95,user1944,PC-703,4698,A logon attempt was made using explicit credentials. User: user1944
96,user1798,PC-450,7045,An account was successfully logged on. User: user1798 from PC-450
97,user1288,PC-327,4697,A logon attempt was made using explicit credentials. User: user1288
98,user1496,PC-766,7045,An account was successfully logged on. User: user1496 from PC-766
99,user1411,PC-576,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-576
100,user1366,PC-865,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-865
101,user1776,PC-609,7045,A logon attempt was made using explicit credentials. User: user1776
102,user1684,PC-352,1116,A logon attempt was made using explicit credentials. User: user1684
103,user1638,PC-298,4625,An account was locked out. User: user1638
104,user1518,PC-990,4625,Scheduled task created. Name: hospital by user1518
105,user1261,PC-976,4698,Scheduled task created. Name: material by user1261
106,user1024,PC-443,4625,Scheduled task created. Name: TV by user1024
107,user1203,PC-440,1116,A logon attempt was made using explicit credentials. User: user1203
108,user1081,PC-797,4698,A service was installed in the system. Service: dog by user1081
109,user1927,PC-399,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-399
110,user1465,PC-194,7045,An account was successfully logged on. User: user1465 from PC-194
111,user1672,PC-975,4625,An account was successfully logged on. User: user1672 from PC-975
112,user1046,PC-412,4698,An account was successfully logged on. User: user1046 from PC-412
113,user1378,PC-971,4624,An account was locked out. User: user1378
114,user1469,PC-311,4697,A service was installed in the system. Service: Democrat by user1469
115,user1333,PC-688,4625,A service was installed in the system. Service: read by user1333
116,user1058,PC-124,4698,A service was installed in the system. Service: understand by user1058
117,user1773,PC-698,7045,An account was successfully logged on. User: user1773 from PC-698
118,user1572,PC-368,4697,A logon attempt was made using explicit credentials. User: user1572
119,user1581,PC-881,4624,An account was locked out. User: user1581
120,user1279,PC-199,4697,A service was installed in the system. Service: available by user1279
121,user1791,PC-442,4624,A logon attempt was made using explicit credentials. User: user1791
122,user1539,PC-371,7045,An account was successfully logged on. User: user1539 from PC-371
123,user1286,PC-752,7045,A service was installed in the system. Service: yourself by user1286
124,user1147,PC-460,1116,An account was successfully logged on. User: user1147 from PC-460
125,user1207,PC-647,4624,Scheduled task created. Name: we by user1207
126,user1626,PC-852,1116,A service was installed in the system. Service: green by user1626
127,user1456,PC-222,4625,An account was locked out. User: user1456
128,user1631,PC-312,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-312
129,user1493,PC-253,1116,An account was successfully logged on. User: user1493 from PC-253
130,user1557,PC-510,4697,A service was installed in the system. Service: research by user1557
131,user1840,PC-257,4697,A logon attempt was made using explicit credentials. User: user1840
132,user1509,PC-271,7045,Scheduled task created. Name: most by user1509
133,user1257,PC-151,4697,A service was installed in the system. Service: party by user1257
134,user1329,PC-465,4624,Scheduled task created. Name: happen by user1329
135,user1866,PC-216,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-216
136,user1015,PC-715,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-715
137,user1662,PC-368,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-368
138,user1911,PC-732,4624,Scheduled task created. Name: their by user1911
139,user1244,PC-446,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-446
140,user1654,PC-249,1116,Scheduled task created. Name: happy by user1654
141,user1954,PC-141,4625,An account was successfully logged on. User: user1954 from PC-141
142,user1773,PC-341,4625,An account was locked out. User: user1773
143,user1150,PC-961,4698,An account was locked out. User: user1150
144,user1163,PC-798,4624,Scheduled task created. Name: history by user1163
145,user1380,PC-400,4697,A service was installed in the system. Service: quickly by user1380
146,user1592,PC-739,7045,A service was installed in the system. Service: picture by user1592
147,user1464,PC-762,4624,An account was successfully logged on. User: user1464 from PC-762
148,user1933,PC-453,4624,A service was installed in the system. Service: role by user1933
149,user1677,PC-176,4625,An account was successfully logged on. User: user1677 from PC-176
150,user1922,PC-591,4698,A logon attempt was made using explicit credentials. User: user1922
151,user1762,PC-308,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-308
152,user1000,PC-482,4697,A service was installed in the system. Service: manager by user1000
153,user1811,PC-360,4624,A service was installed in the system. Service: tell by user1811
154,user1809,PC-155,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-155
155,user1642,PC-640,7045,An account was locked out. User: user1642
156,user1962,PC-371,4625,An account was successfully logged on. User: user1962 from PC-371
157,user1635,PC-397,7045,An account was successfully logged on. User: user1635 from PC-397
158,user1274,PC-182,4625,A logon attempt was made using explicit credentials. User: user1274
159,user1706,PC-489,4624,Scheduled task created. Name: teach by user1706
160,user1196,PC-695,7045,A logon attempt was made using explicit credentials. User: user1196
161,user1576,PC-825,4625,An account was locked out. User: user1576
162,user1275,PC-412,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-412
163,user1082,PC-899,1116,A logon attempt was made using explicit credentials. User: user1082
164,user1389,PC-634,4624,An account was successfully logged on. User: user1389 from PC-634
166,user1300,PC-125,4624,An account was locked out. User: user1300
167,user1756,PC-710,4624,An account was successfully logged on. User: user1756 from PC-710
168,user1083,PC-363,4698,A service was installed in the system. Service: fear by user1083
169,user1481,PC-488,4698,An account was locked out. User: user1481
170,user1165,PC-717,1116,Scheduled task created. Name: wonder by user1165
171,user1688,PC-520,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-520
172,user1026,PC-805,4698,A service was installed in the system. Service: one by user1026
173,user1449,PC-141,1116,An account was successfully logged on. User: user1449 from PC-141
174,user1911,PC-872,7045,A logon attempt was made using explicit credentials. User: user1911
175,user1359,PC-720,4698,An account was successfully logged on. User: user1359 from PC-720
176,user1432,PC-248,4624,Scheduled task created. Name: teach by user1432
177,user1876,PC-526,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-526
178,user1308,PC-930,4698,An account was locked out. User: user1308
179,user1463,PC-927,4698,Scheduled task created. Name: while by user1463
180,user1297,PC-562,4625,A logon attempt was made using explicit credentials. User: user1297
181,user1761,PC-907,4698,An account was successfully logged on. User: user1761 from PC-907
182,user1743,PC-745,4697,An account was successfully logged on. User: user1743 from PC-745
183,user1084,PC-355,4697,An account was locked out. User: user1084
184,user1956,PC-192,7045,An account was successfully logged on. User: user1956 from PC-192
185,user1983,PC-849,4698,An account was successfully logged on. User: user1983 from PC-849
186,user1566,PC-442,4625,An account was successfully logged on. User: user1566 from PC-442
187,user1832,PC-924,4698,Scheduled task created. Name: yeah by user1832
188,user1692,PC-158,4697,A service was installed in the system. Service: lead by user1692
189,user1729,PC-550,4624,Scheduled task created. Name: sign by user1729
190,user1525,PC-158,4697,Scheduled task created. Name: rather by user1525
191,user1757,PC-764,4625,A logon attempt was made using explicit credentials. User: user1757
192,user1691,PC-375,1116,An account was locked out. User: user1691
193,user1415,PC-367,4625,Scheduled task created. Name: court by user1415
194,user1002,PC-178,1116,A service was installed in the system. Service: wrong by user1002
195,user1775,PC-744,4625,Scheduled task created. Name: by by user1775
196,user1914,PC-729,4698,A service was installed in the system. Service: analysis by user1914
197,user1213,PC-261,4697,A logon attempt was made using explicit credentials. User: user1213
198,user1791,PC-589,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-589
199,user1340,PC-775,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-775
200,user1954,PC-155,7045,Scheduled task created. Name: tough by user1954
201,user1437,PC-120,1116,A service was installed in the system. Service: guy by user1437
202,user1571,PC-933,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-933
203,user1816,PC-588,4624,A logon attempt was made using explicit credentials. User: user1816
204,user1408,PC-368,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-368
205,user1570,PC-851,4697,Scheduled task created. Name: drug by user1570
206,user1481,PC-505,4625,A service was installed in the system. Service: everybody by user1481
207,user1141,PC-796,4624,A service was installed in the system. Service: use by user1141
208,user1131,PC-988,1116,Scheduled task created. Name: others by user1131
209,user1543,PC-588,7045,A logon attempt was made using explicit credentials. User: user1543
210,user1215,PC-793,4624,A logon attempt was made using explicit credentials. User: user1215
211,user1865,PC-442,4698,An account was locked out. User: user1865
212,user1002,PC-484,4697,An account was locked out. User: user1002
213,user1693,PC-876,4624,Scheduled task created. Name: describe by user1693
214,user1462,PC-929,4624,An account was successfully logged on. User: user1462 from PC-929
215,user1569,PC-310,1116,Scheduled task created. Name: where by user1569
216,user1836,PC-815,1116,A logon attempt was made using explicit credentials. User: user1836
217,user1882,PC-866,4624,An account was successfully logged on. User: user1882 from PC-866
218,user1602,PC-383,7045,An account was locked out. User: user1602
219,user1348,PC-669,7045,A logon attempt was made using explicit credentials. User: user1348
220,user1910,PC-317,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-317
221,user1610,PC-344,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-344
222,user1083,PC-623,4624,An account was successfully logged on. User: user1083 from PC-623
223,user1801,PC-352,4697,A logon attempt was made using explicit credentials. User: user1801
224,user1882,PC-977,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-977
225,user1588,PC-827,4698,An account was locked out. User: user1588
226,user1727,PC-927,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-927
227,user1002,PC-182,4624,A logon attempt was made using explicit credentials. User: user1002
228,user1028,PC-709,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-709
229,user1975,PC-883,1116,A logon attempt was made using explicit credentials. User: user1975
230,user1417,PC-917,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-917
231,user1855,PC-333,1116,An account was locked out. User: user1855
232,user1206,PC-711,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-711
233,user1615,PC-516,4697,A logon attempt was made using explicit credentials. User: user1615
234,user1674,PC-358,4698,An account was locked out. User: user1674
235,user1819,PC-221,7045,A service was installed in the system. Service: similar by user1819
236,user1394,PC-685,4697,A logon attempt was made using explicit credentials. User: user1394
237,user1786,PC-427,7045,A logon attempt was made using explicit credentials. User: user1786
238,user1833,PC-214,4625,An account was successfully logged on. User: user1833 from PC-214
239,user1248,PC-449,4697,Scheduled task created. Name: company by user1248
240,user1250,PC-434,4698,Scheduled task created. Name: career by user1250
241,user1185,PC-674,7045,A logon attempt was made using explicit credentials. User: user1185
242,user1602,PC-369,4625,Scheduled task created. Name: other by user1602
243,user1556,PC-128,1116,A logon attempt was made using explicit credentials. User: user1556
244,user1769,PC-273,1116,Scheduled task created. Name: themselves by user1769
245,user1626,PC-580,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-580
246,user1891,PC-338,4697,Scheduled task created. Name: sure by user1891
247,user1865,PC-441,4624,A service was installed in the system. Service: offer by user1865
248,user1829,PC-673,4625,Scheduled task created. Name: actually by user1829
249,user1593,PC-410,4698,An account was locked out. User: user1593
250,user1348,PC-806,4698,An account was successfully logged on. User: user1348 from PC-806
251,user1682,PC-427,4624,A service was installed in the system. Service: central by user1682
252,user1911,PC-718,7045,An account was successfully logged on. User: user1911 from PC-718
253,user1952,PC-455,4624,A logon attempt was made using explicit credentials. User: user1952
254,user1798,PC-269,4625,A logon attempt was made using explicit credentials. User: user1798
255,user1552,PC-538,1116,An account was successfully logged on. User: user1552 from PC-538
256,user1413,PC-938,4624,An account was successfully logged on. User: user1413 from PC-938
257,user1816,PC-725,4624,An account was successfully logged on. User: user1816 from PC-725
258,user1774,PC-978,4624,A service was installed in the system. Service: available by user1774
259,user1690,PC-228,4697,An account was locked out. User: user1690
260,user1692,PC-749,4697,An account was successfully logged on. User: user1692 from PC-749
261,user1321,PC-952,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-952
262,user1401,PC-569,4625,A logon attempt was made using explicit credentials. User: user1401
263,user1525,PC-204,4625,An account was locked out. User: user1525
264,user1077,PC-311,7045,An account was successfully logged on. User: user1077 from PC-311
265,user1912,PC-805,4624,A service was installed in the system. Service: right by user1912
266,user1917,PC-434,4697,A service was installed in the system. Service: customer by user1917
267,user1310,PC-125,4624,A service was installed in the system. Service: big by user1310
269,user1210,PC-362,1116,A service was installed in the system. Service: beyond by user1210
270,user1984,PC-273,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-273
271,user1999,PC-486,7045,Scheduled task created. Name: speech by user1999
273,user1438,PC-129,4697,A service was installed in the system. Service: data by user1438
274,user1728,PC-863,7045,A service was installed in the system. Service: voice by user1728
275,user1240,PC-192,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-192
276,user1283,PC-253,4698,Scheduled task created. Name: language by user1283
277,user1106,PC-133,4698,An account was successfully logged on. User: user1106 from PC-133
278,user1669,PC-497,7045,An account was successfully logged on. User: user1669 from PC-497
279,user1675,PC-932,4625,A service was installed in the system. Service: appear by user1675
280,user1016,PC-788,4624,An account was successfully logged on. User: user1016 from PC-788
281,user1629,PC-566,4698,Scheduled task created. Name: ground by user1629
282,user1314,PC-688,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-688
283,user1328,PC-907,4624,An account was successfully logged on. User: user1328 from PC-907
284,user1522,PC-461,1116,An account was locked out. User: user1522
285,user1012,PC-709,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-709
286,user1936,PC-913,4625,A logon attempt was made using explicit credentials. User: user1936
287,user1625,PC-979,4698,An account was locked out. User: user1625
288,user1471,PC-841,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-841
289,user1540,PC-767,1116,Scheduled task created. Name: against by user1540
290,user1777,PC-313,7045,A service was installed in the system. Service: admit by user1777
291,user1934,PC-154,4697,A service was installed in the system. Service: message by user1934
292,user1893,PC-543,4698,An account was locked out. User: user1893
293,user1605,PC-221,4697,A logon attempt was made using explicit credentials. User: user1605
294,user1697,PC-914,4697,An account was successfully logged on. User: user1697 from PC-914
295,user1894,PC-549,7045,A logon attempt was made using explicit credentials. User: user1894
296,user1264,PC-632,4625,Scheduled task created. Name: they by user1264
297,user1420,PC-762,4698,An account was successfully logged on. User: user1420 from PC-762
298,user1303,PC-832,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-832
299,user1522,PC-458,4698,A logon attempt was made using explicit credentials. User: user1522
300,user1414,PC-668,4625,An account was locked out. User: user1414
301,user1499,PC-272,4625,A service was installed in the system. Service: woman by user1499
302,user1730,PC-773,4624,Scheduled task created. Name: receive by user1730
303,user1129,PC-435,1116,A logon attempt was made using explicit credentials. User: user1129
305,user1835,PC-937,4624,Scheduled task created. Name: race by user1835
306,user1242,PC-934,1116,An account was successfully logged on. User: user1242 from PC-934
307,user1948,PC-617,4698,Scheduled task created. Name: national by user1948
308,user1923,PC-118,4624,A service was installed in the system. Service: baby by user1923
309,user1057,PC-230,1116,A service was installed in the system. Service: carry by user1057
310,user1763,PC-407,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-407
311,user1204,PC-422,4624,A service was installed in the system. Service: reach by user1204
312,user1916,PC-214,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-214
313,user1357,PC-857,4625,A service was installed in the system. Service: television by user1357
316,user1968,PC-559,1116,An account was locked out. User: user1968
317,user1500,PC-887,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-887
318,user1019,PC-492,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-492
319,user1431,PC-849,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-849
320,user1622,PC-973,4625,An account was successfully logged on. User: user1622 from PC-973
321,user1877,PC-458,4624,A service was installed in the system. Service: low by user1877
322,user1153,PC-555,4698,A logon attempt was made using explicit credentials. User: user1153
323,user1815,PC-207,7045,A service was installed in the system. Service: over by user1815
324,user1690,PC-172,4625,A logon attempt was made using explicit credentials. User: user1690
325,user1878,PC-384,7045,Scheduled task created. Name: adult by user1878
326,user1849,PC-569,4698,Scheduled task created. Name: then by user1849
327,user1092,PC-331,4698,An account was locked out. User: user1092
328,user1473,PC-345,4624,Scheduled task created. Name: whom by user1473
329,user1723,PC-417,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-417
330,user1697,PC-243,4625,Scheduled task created. Name: whole by user1697
331,user1181,PC-790,4697,A service was installed in the system. Service: represent by user1181
332,user1994,PC-824,4624,A service was installed in the system. Service: group by user1994
334,user1847,PC-659,4698,An account was locked out. User: user1847
335,user1399,PC-335,1116,A logon attempt was made using explicit credentials. User: user1399
336,user1170,PC-343,7045,A service was installed in the system. Service: option by user1170
337,user1197,PC-598,7045,An account was locked out. User: user1197
338,user1512,PC-329,7045,Scheduled task created. Name: rather by user1512
339,user1324,PC-221,4698,An account was locked out. User: user1324
340,user1144,PC-742,1116,A logon attempt was made using explicit credentials. User: user1144
341,user1390,PC-920,4624,Scheduled task created. Name: little by user1390
342,user1488,PC-872,4697,An account was successfully logged on. User: user1488 from PC-872
343,user1782,PC-811,4697,A logon attempt was made using explicit credentials. User: user1782
344,user1355,PC-469,7045,A logon attempt was made using explicit credentials. User: user1355
345,user1231,PC-914,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-914
346,user1051,PC-349,1116,An account was locked out. User: user1051
347,user1387,PC-597,4625,An account was locked out. User: user1387
348,user1500,PC-856,4625,A logon attempt was made using explicit credentials. User: user1500
349,user1082,PC-836,7045,An account was successfully logged on. User: user1082 from PC-836
350,user1525,PC-506,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-506
351,user1654,PC-572,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-572
352,user1990,PC-855,4625,A service was installed in the system. Service: this by user1990
353,user1614,PC-429,7045,A service was installed in the system. Service: town by user1614
354,user1787,PC-164,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-164
355,user1902,PC-292,4625,An account was locked out. User: user1902
356,user1521,PC-616,1116,An account was locked out. User: user1521
357,user1523,PC-471,7045,A service was installed in the system. Service: piece by user1523
358,user1319,PC-230,1116,An account was successfully logged on. User: user1319 from PC-230
359,user1845,PC-344,7045,An account was successfully logged on. User: user1845 from PC-344
360,user1592,PC-511,4625,A logon attempt was made using explicit credentials. User: user1592
361,user1513,PC-550,4697,An account was successfully logged on. User: user1513 from PC-550
362,user1773,PC-213,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-213
363,user1184,PC-816,4697,An account was locked out. User: user1184
364,user1735,PC-836,4624,A logon attempt was made using explicit credentials. User: user1735
365,user1962,PC-196,1116,Scheduled task created. Name: there by user1962
366,user1783,PC-523,7045,An account was successfully logged on. User: user1783 from PC-523
367,user1738,PC-440,4697,A service was installed in the system. Service: among by user1738
368,user1655,PC-537,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-537
369,user1736,PC-159,4698,An account was locked out. User: user1736
370,user1098,PC-651,1116,A service was installed in the system. Service: finally by user1098
371,user1627,PC-401,4624,A service was installed in the system. Service: character by user1627
372,user1514,PC-298,4697,A logon attempt was made using explicit credentials. User: user1514
373,user1835,PC-427,1116,An account was locked out. User: user1835
374,user1250,PC-932,7045,An account was locked out. User: user1250
375,user1860,PC-481,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-481
376,user1091,PC-117,4697,An account was successfully logged on. User: user1091 from PC-117
378,user1689,PC-987,4697,Scheduled task created. Name: by by user1689
379,user1450,PC-423,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-423
380,user1132,PC-548,4624,An account was locked out. User: user1132
381,user1778,PC-126,7045,A logon attempt was made using explicit credentials. User: user1778
382,user1113,PC-223,4624,An account was successfully logged on. User: user1113 from PC-223
383,user1571,PC-806,4624,An account was successfully logged on. User: user1571 from PC-806
384,user1458,PC-784,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-784
385,user1075,PC-128,4625,Scheduled task created. Name: our by user1075
386,user1138,PC-978,4698,A logon attempt was made using explicit credentials. User: user1138
387,user1648,PC-470,1116,A logon attempt was made using explicit credentials. User: user1648
388,user1103,PC-491,4698,An account was successfully logged on. User: user1103 from PC-491
390,user1581,PC-116,4697,A service was installed in the system. Service: student by user1581
391,user1365,PC-357,1116,A logon attempt was made using explicit credentials. User: user1365
392,user1178,PC-785,4697,A service was installed in the system. Service: social by user1178
393,user1789,PC-988,7045,A service was installed in the system. Service: off by user1789
394,user1159,PC-640,4624,An account was successfully logged on. User: user1159 from PC-640
395,user1832,PC-997,4624,An account was successfully logged on. User: user1832 from PC-997
396,user1086,PC-596,4698,Scheduled task created. Name: top by user1086
397,user1281,PC-846,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-846
398,user1626,PC-982,1116,An account was successfully logged on. User: user1626 from PC-982
399,user1721,PC-959,4624,A logon attempt was made using explicit credentials. User: user1721
400,user1892,PC-438,4624,An account was locked out. User: user1892
401,user1172,PC-114,4698,An account was successfully logged on. User: user1172 from PC-114
402,user1686,PC-866,4698,A service was installed in the system. Service: hear by user1686
403,user1174,PC-562,7045,An account was successfully logged on. User: user1174 from PC-562
404,user1307,PC-805,4625,A logon attempt was made using explicit credentials. User: user1307
405,user1837,PC-350,4625,An account was locked out. User: user1837
406,user1883,PC-687,4625,A logon attempt was made using explicit credentials. User: user1883
407,user1747,PC-494,7045,An account was successfully logged on. User: user1747 from PC-494
408,user1860,PC-616,4624,An account was locked out. User: user1860
409,user1639,PC-796,4625,An account was locked out. User: user1639
410,user1739,PC-520,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-520
411,user1605,PC-134,4625,Scheduled task created. Name: civil by user1605
412,user1034,PC-779,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-779
413,user1816,PC-138,1116,A service was installed in the system. Service: more by user1816
414,user1821,PC-856,7045,Scheduled task created. Name: cause by user1821
415,user1583,PC-641,4698,A logon attempt was made using explicit credentials. User: user1583
416,user1555,PC-789,4624,An account was successfully logged on. User: user1555 from PC-789
417,user1456,PC-650,1116,A service was installed in the system. Service: trial by user1456
