id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label
88,flow-000087,tcp,dns,RSTR,3,1454,tcp dns RSTR 3->1454 normal,normal
89,flow-000088,udp,smtp,REJ,1021,760,udp smtp REJ 1021->760 attack,attack
90,flow-000089,udp,other,S1,1556,1472,udp other S1 1556->1472 normal,normal
91,flow-000090,udp,ssh,REJ,191,279,udp ssh REJ 191->279 attack,attack
92,flow-000091,udp,smtp,RSTO,1368,1994,udp smtp RSTO 1368->1994 normal,normal
93,flow-000092,tcp,ftp,S1,170,249,tcp ftp S1 170->249 normal,normal
94,flow-000093,icmp,other,S0,365,877,icmp other S0 365->877 attack,attack
95,flow-000094,icmp,other,S1,732,853,icmp other S1 732->853 normal,normal
96,flow-000095,tcp,other,RSTR,234,1707,tcp other RSTR 234->1707 attack,attack
97,flow-000096,icmp,ssl,SF,436,1341,icmp ssl SF 436->1341 normal,normal
98,flow-000097,icmp,http,S1,37,1416,icmp http S1 37->1416 normal,normal
99,flow-000098,icmp,ftp,REJ,732,47,icmp ftp REJ 732->47 normal,normal
100,flow-000099,icmp,ssh,S1,182,165,icmp ssh S1 182->165 normal,normal
101,flow-000100,udp,ftp,REJ,751,912,udp ftp REJ 751->912 normal,normal
102,flow-000101,udp,ssl,SF,193,590,udp ssl SF 193->590 normal,normal
103,flow-000102,udp,http,RSTO,814,1135,udp http RSTO 814->1135 normal,normal
104,flow-000103,udp,dns,SF,946,604,udp dns SF 946->604 normal,normal
105,flow-000104,tcp,dns,S0,277,1396,tcp dns S0 277->1396 normal,normal
106,flow-000105,udp,ssl,S1,1348,146,udp ssl S1 1348->146 normal,normal
107,flow-000106,icmp,ssl,SF,41,420,icmp ssl SF 41->420 attack,attack
108,flow-000107,tcp,smtp,SF,1089,1431,tcp smtp SF 1089->1431 attack,attack
109,flow-000108,udp,smtp,REJ,49,288,udp smtp REJ 49->288 normal,normal
110,flow-000109,icmp,ftp,REJ,510,622,icmp ftp REJ 510->622 normal,normal
111,flow-000110,icmp,dns,S0,561,308,icmp dns S0 561->308 normal,normal
112,flow-000111,icmp,http,REJ,471,1035,icmp http REJ 471->1035 normal,normal
113,flow-000112,udp,ssh,RSTO,971,136,udp ssh RSTO 971->136 normal,normal
114,flow-000113,icmp,http,S0,299,954,icmp http S0 299->954 normal,normal
115,flow-000114,udp,ftp,S0,236,1389,udp ftp S0 236->1389 normal,normal
116,flow-000115,tcp,dns,RSTR,1470,1484,tcp dns RSTR 1470->1484 normal,normal
117,flow-000116,icmp,other,S1,767,706,icmp other S1 767->706 normal,normal
118,flow-000117,udp,smtp,RSTO,305,420,udp smtp RSTO 305->420 normal,normal
119,flow-000118,tcp,ftp,RSTR,855,336,tcp ftp RSTR 855->336 normal,normal
120,flow-000119,icmp,other,S0,350,717,icmp other S0 350->717 normal,normal
121,flow-000120,icmp,ssl,SF,772,400,icmp ssl SF 772->400 normal,normal
122,flow-000121,tcp,http,RSTR,86,1403,tcp http RSTR 86->1403 normal,normal
123,flow-000122,udp,http,S1,630,147,udp http S1 630->147 normal,normal
124,flow-000123,udp,other,RSTR,693,449,udp other RSTR 693->449 normal,normal
125,flow-000124,icmp,ftp,SF,829,231,icmp ftp SF 829->231 normal,normal
126,flow-000125,tcp,http,RSTO,657,971,tcp http RSTO 657->971 normal,normal
127,flow-000126,udp,dns,SF,284,1345,udp dns SF 284->1345 normal,normal
128,flow-000127,udp,dns,S1,39,596,udp dns S1 39->596 normal,normal
129,flow-000128,icmp,other,RSTR,91,1189,icmp other RSTR 91->1189 normal,normal
130,flow-000129,icmp,http,SF,721,1036,icmp http SF 721->1036 normal,normal
131,flow-000130,icmp,dns,S1,184,1338,icmp dns S1 184->1338 normal,normal
132,flow-000131,icmp,ssh,RSTO,1217,324,icmp ssh RSTO 1217->324 normal,normal
133,flow-000132,udp,other,S1,240,695,udp other S1 240->695 normal,normal
134,flow-000133,udp,dns,RSTO,357,208,udp dns RSTO 357->208 normal,normal
135,flow-000134,tcp,http,RSTO,942,1715,tcp http RSTO 942->1715 normal,normal
136,flow-000135,icmp,dns,SF,749,93,icmp dns SF 749->93 attack,attack
137,flow-000136,icmp,ssh,S1,557,504,icmp ssh S1 557->504 normal,normal
138,flow-000137,icmp,http,REJ,641,1204,icmp http REJ 641->1204 normal,normal
139,flow-000138,icmp,dns,RSTR,27,359,icmp dns RSTR 27->359 normal,normal
140,flow-000139,tcp,http,RSTR,917,199,tcp http RSTR 917->199 normal,normal
141,flow-000140,udp,ssl,S1,1180,178,udp ssl S1 1180->178 normal,normal
142,flow-000141,tcp,ftp,S1,1049,17,tcp ftp S1 1049->17 normal,normal
143,flow-000142,icmp,other,S1,1176,1307,icmp other S1 1176->1307 normal,normal
144,flow-000143,udp,ssl,SF,618,385,udp ssl SF 618->385 normal,normal
145,flow-000144,icmp,smtp,SF,39,444,icmp smtp SF 39->444 normal,normal
146,flow-000145,icmp,other,S0,20,1366,icmp other S0 20->1366 normal,normal
147,flow-000146,tcp,ssl,SF,784,660,tcp ssl SF 784->660 normal,normal
148,flow-000147,udp,ssl,SF,820,37,udp ssl SF 820->37 normal,normal
149,flow-000148,udp,http,REJ,1328,1686,udp http REJ 1328->1686 normal,normal
150,flow-000149,icmp,other,S1,1180,729,icmp other S1 1180->729 normal,normal
151,flow-000150,icmp,ssl,S0,212,793,icmp ssl S0 212->793 normal,normal
152,flow-000151,icmp,dns,SF,43,55,icmp dns SF 43->55 normal,normal
153,flow-000152,icmp,smtp,S0,725,142,icmp smtp S0 725->142 attack,attack
154,flow-000153,icmp,ssh,S0,434,450,icmp ssh S0 434->450 attack,attack
155,flow-000154,tcp,dns,RSTR,381,99,tcp dns RSTR 381->99 normal,normal
156,flow-000155,icmp,ssl,REJ,796,300,icmp ssl REJ 796->300 attack,attack
157,flow-000156,udp,smtp,S1,807,1927,udp smtp S1 807->1927 normal,normal
158,flow-000157,icmp,other,S0,655,77,icmp other S0 655->77 normal,normal
159,flow-000158,tcp,ftp,RSTR,556,95,tcp ftp RSTR 556->95 normal,normal
160,flow-000159,udp,ssh,S0,344,939,udp ssh S0 344->939 normal,normal
161,flow-000160,tcp,smtp,SF,384,647,tcp smtp SF 384->647 normal,normal
162,flow-000161,tcp,other,RSTO,1071,466,tcp other RSTO 1071->466 normal,normal
163,flow-000162,icmp,other,S0,861,547,icmp other S0 861->547 normal,normal
164,flow-000163,tcp,http,S0,1027,1177,tcp http S0 1027->1177 normal,normal
165,flow-000164,udp,http,RSTO,526,633,udp http RSTO 526->633 normal,normal
166,flow-000165,icmp,ftp,S0,101,1323,icmp ftp S0 101->1323 attack,attack
167,flow-000166,tcp,ftp,S0,239,1544,tcp ftp S0 239->1544 attack,attack
168,flow-000167,icmp,smtp,SF,835,627,icmp smtp SF 835->627 normal,normal
169,flow-000168,udp,dns,REJ,387,573,udp dns REJ 387->573 attack,attack
170,flow-000169,icmp,dns,SF,362,768,icmp dns SF 362->768 normal,normal
171,flow-000170,tcp,dns,RSTR,1438,689,tcp dns RSTR 1438->689 normal,normal
172,flow-000171,udp,smtp,RSTR,531,1260,udp smtp RSTR 531->1260 normal,normal
173,flow-000172,icmp,ssh,RSTR,434,1929,icmp ssh RSTR 434->1929 normal,normal
174,flow-000173,icmp,http,RSTR,959,737,icmp http RSTR 959->737 normal,normal
175,flow-000174,udp,ftp,S1,1013,499,udp ftp S1 1013->499 attack,attack
176,flow-000175,tcp,smtp,S0,1379,1669,tcp smtp S0 1379->1669 normal,normal
177,flow-000176,icmp,ssh,REJ,92,602,icmp ssh REJ 92->602 normal,normal
178,flow-000177,tcp,http,S1,107,603,tcp http S1 107->603 normal,normal
179,flow-000178,icmp,ftp,S0,435,785,icmp ftp S0 435->785 normal,normal
180,flow-000179,tcp,other,RSTO,582,2269,tcp other RSTO 582->2269 normal,normal
181,flow-000180,icmp,ssh,S0,66,916,icmp ssh S0 66->916 normal,normal
182,flow-000181,icmp,other,RSTR,1425,1950,icmp other RSTR 1425->1950 normal,normal
183,flow-000182,tcp,ssh,SF,120,415,tcp ssh SF 120->415 normal,normal
184,flow-000183,icmp,smtp,S0,630,1901,icmp smtp S0 630->1901 normal,normal
185,flow-000184,tcp,http,S0,1378,54,tcp http S0 1378->54 normal,normal
186,flow-000185,icmp,http,S1,1513,1284,icmp http S1 1513->1284 normal,normal
187,flow-000186,icmp,dns,S0,929,1394,icmp dns S0 929->1394 attack,attack
188,flow-000187,icmp,http,RSTR,1287,878,icmp http RSTR 1287->878 normal,normal
189,flow-000188,icmp,dns,SF,838,832,icmp dns SF 838->832 normal,normal
190,flow-000189,icmp,ssl,RSTO,37,723,icmp ssl RSTO 37->723 normal,normal
191,flow-000190,tcp,ssh,REJ,663,1641,tcp ssh REJ 663->1641 normal,normal
192,flow-000191,udp,ftp,RSTO,822,1325,udp ftp RSTO 822->1325 normal,normal
193,flow-000192,icmp,smtp,REJ,829,294,icmp smtp REJ 829->294 normal,normal
194,flow-000193,udp,smtp,S0,764,957,udp smtp S0 764->957 normal,normal
195,flow-000194,icmp,other,S1,665,597,icmp other S1 665->597 normal,normal
196,flow-000195,udp,ftp,RSTR,477,1017,udp ftp RSTR 477->1017 normal,normal
197,flow-000196,udp,ssh,SF,727,1046,udp ssh SF 727->1046 normal,normal
198,flow-000197,tcp,ssh,RSTR,808,1152,tcp ssh RSTR 808->1152 normal,normal
199,flow-000198,tcp,other,RSTR,161,378,tcp other RSTR 161->378 normal,normal
200,flow-000199,tcp,other,RSTR,952,823,tcp other RSTR 952->823 normal,normal
201,flow-000200,tcp,http,RSTR,1106,1415,tcp http RSTR 1106->1415 normal,normal
202,flow-000201,tcp,ssl,RSTO,565,503,tcp ssl RSTO 565->503 normal,normal
203,flow-000202,icmp,http,S1,1098,407,icmp http S1 1098->407 normal,normal
204,flow-000203,tcp,dns,SF,155,520,tcp dns SF 155->520 normal,normal
205,flow-000204,icmp,other,RSTR,352,151,icmp other RSTR 352->151 attack,attack
206,flow-000205,icmp,dns,RSTO,199,94,icmp dns RSTO 199->94 normal,normal
207,flow-000206,icmp,http,S1,548,575,icmp http S1 548->575 normal,normal
208,flow-000207,icmp,http,RSTR,235,253,icmp http RSTR 235->253 normal,normal
209,flow-000208,icmp,ssl,REJ,813,999,icmp ssl REJ 813->999 normal,normal
210,flow-000209,tcp,ftp,S0,592,239,tcp ftp S0 592->239 attack,attack
211,flow-000210,icmp,other,REJ,139,103,icmp other REJ 139->103 normal,normal
212,flow-000211,tcp,dns,SF,1018,1668,tcp dns SF 1018->1668 attack,attack
213,flow-000212,icmp,other,RSTR,674,119,icmp other RSTR 674->119 normal,normal
214,flow-000213,icmp,dns,S0,1202,986,icmp dns S0 1202->986 normal,normal
215,flow-000214,tcp,ssh,SF,318,523,tcp ssh SF 318->523 normal,normal
216,flow-000215,tcp,ssh,S1,1381,352,tcp ssh S1 1381->352 normal,normal
217,flow-000216,udp,ssh,RSTR,347,627,udp ssh RSTR 347->627 normal,normal
218,flow-000217,icmp,other,RSTR,688,140,icmp other RSTR 688->140 attack,attack
219,flow-000218,udp,ssl,RSTO,983,2407,udp ssl RSTO 983->2407 normal,normal
220,flow-000219,tcp,ftp,SF,897,210,tcp ftp SF 897->210 normal,normal
221,flow-000220,udp,http,REJ,258,160,udp http REJ 258->160 normal,normal
222,flow-000221,tcp,ssl,REJ,1065,860,tcp ssl REJ 1065->860 attack,attack
223,flow-000222,udp,ssl,S1,483,280,udp ssl S1 483->280 normal,normal
224,flow-000223,icmp,http,S1,271,1042,icmp http S1 271->1042 normal,normal
225,flow-000224,tcp,dns,S1,123,261,tcp dns S1 123->261 normal,normal
226,flow-000225,icmp,other,SF,670,1885,icmp other SF 670->1885 normal,normal
227,flow-000226,udp,ftp,REJ,594,874,udp ftp REJ 594->874 attack,attack
228,flow-000227,icmp,ssh,REJ,567,525,icmp ssh REJ 567->525 normal,normal
229,flow-000228,icmp,ssh,RSTO,805,371,icmp ssh RSTO 805->371 normal,normal
230,flow-000229,udp,ssh,SF,18,1316,udp ssh SF 18->1316 normal,normal
231,flow-000230,tcp,ssl,S0,1348,1005,tcp ssl S0 1348->1005 normal,normal
232,flow-000231,icmp,http,S0,729,1101,icmp http S0 729->1101 attack,attack
233,flow-000232,icmp,ssl,RSTO,985,1109,icmp ssl RSTO 985->1109 normal,normal
234,flow-000233,tcp,smtp,S1,487,670,tcp smtp S1 487->670 normal,normal
235,flow-000234,icmp,ftp,SF,897,965,icmp ftp SF 897->965 normal,normal
236,flow-000235,udp,ftp,RSTO,498,1688,udp ftp RSTO 498->1688 normal,normal
237,flow-000236,udp,dns,RSTR,1292,830,udp dns RSTR 1292->830 normal,normal
238,flow-000237,icmp,ssh,SF,864,707,icmp ssh SF 864->707 normal,normal
239,flow-000238,udp,ssl,RSTO,200,312,udp ssl RSTO 200->312 normal,normal
240,flow-000239,udp,other,RSTR,754,922,udp other RSTR 754->922 normal,normal
241,flow-000240,icmp,ftp,RSTO,192,1241,icmp ftp RSTO 192->1241 normal,normal
242,flow-000241,tcp,ssl,S1,634,1442,tcp ssl S1 634->1442 attack,attack
243,flow-000242,udp,other,SF,878,106,udp other SF 878->106 normal,normal
244,flow-000243,icmp,ssl,REJ,128,40,icmp ssl REJ 128->40 normal,normal
245,flow-000244,udp,ssl,REJ,94,1345,udp ssl REJ 94->1345 normal,normal
246,flow-000245,tcp,ftp,REJ,221,776,tcp ftp REJ 221->776 normal,normal
247,flow-000246,tcp,ssh,RSTO,83,1039,tcp ssh RSTO 83->1039 normal,normal
248,flow-000247,tcp,http,SF,17,1092,tcp http SF 17->1092 normal,normal
249,flow-000248,icmp,other,S0,241,1046,icmp other S0 241->1046 normal,normal
250,flow-000249,udp,dns,REJ,809,1442,udp dns REJ 809->1442 normal,normal
251,flow-000250,udp,ftp,S0,845,1622,udp ftp S0 845->1622 normal,normal
252,flow-000251,tcp,smtp,S1,1519,300,tcp smtp S1 1519->300 normal,normal
253,flow-000252,tcp,other,RSTO,737,1985,tcp other RSTO 737->1985 normal,normal
254,flow-000253,icmp,http,RSTO,182,290,icmp http RSTO 182->290 normal,normal
255,flow-000254,tcp,ssl,SF,267,783,tcp ssl SF 267->783 normal,normal
256,flow-000255,udp,ssh,S1,590,655,udp ssh S1 590->655 normal,normal
257,flow-000256,icmp,ssh,RSTO,398,1428,icmp ssh RSTO 398->1428 normal,normal
258,flow-000257,tcp,ssh,REJ,803,1264,tcp ssh REJ 803->1264 normal,normal
259,flow-000258,udp,smtp,REJ,74,904,udp smtp REJ 74->904 normal,normal
260,flow-000259,udp,ftp,RSTO,624,848,udp ftp RSTO 624->848 normal,normal
261,flow-000260,tcp,other,S0,911,174,tcp other S0 911->174 attack,attack
262,flow-000261,udp,http,REJ,1028,830,udp http REJ 1028->830 attack,attack
263,flow-000262,icmp,ftp,RSTR,518,949,icmp ftp RSTR 518->949 attack,attack
264,flow-000263,icmp,http,REJ,749,526,icmp http REJ 749->526 attack,attack
265,flow-000264,icmp,ssl,S1,938,1665,icmp ssl S1 938->1665 attack,attack
266,flow-000265,udp,dns,S0,428,768,udp dns S0 428->768 normal,normal
267,flow-000266,icmp,ssh,RSTR,72,1296,icmp ssh RSTR 72->1296 normal,normal
268,flow-000267,udp,http,S0,570,852,udp http S0 570->852 normal,normal
269,flow-000268,icmp,smtp,REJ,548,92,icmp smtp REJ 548->92 normal,normal
270,flow-000269,tcp,other,REJ,1194,1627,tcp other REJ 1194->1627 normal,normal
271,flow-000270,udp,other,RSTO,994,602,udp other RSTO 994->602 normal,normal
272,flow-000271,udp,http,RSTR,381,103,udp http RSTR 381->103 attack,attack
273,flow-000272,udp,ssl,RSTO,400,184,udp ssl RSTO 400->184 normal,normal
274,flow-000273,udp,ssl,S0,495,937,udp ssl S0 495->937 normal,normal
275,flow-000274,udp,http,RSTO,574,215,udp http RSTO 574->215 normal,normal
276,flow-000275,tcp,ftp,REJ,1152,1484,tcp ftp REJ 1152->1484 normal,normal
277,flow-000276,tcp,http,S1,812,1817,tcp http S1 812->1817 attack,attack
278,flow-000277,tcp,ssh,RSTR,1251,328,tcp ssh RSTR 1251->328 normal,normal
279,flow-000278,tcp,other,S0,944,13,tcp other S0 944->13 normal,normal
280,flow-000279,tcp,ssl,S0,597,295,tcp ssl S0 597->295 attack,attack
281,flow-000280,udp,ssh,REJ,1239,472,udp ssh REJ 1239->472 normal,normal
282,flow-000281,tcp,smtp,S1,810,14,tcp smtp S1 810->14 attack,attack
283,flow-000282,udp,ssl,REJ,113,1194,udp ssl REJ 113->1194 normal,normal
284,flow-000283,udp,ssl,REJ,442,684,udp ssl REJ 442->684 normal,normal
285,flow-000284,udp,http,S1,349,265,udp http S1 349->265 normal,normal
286,flow-000285,icmp,ftp,RSTO,852,0,icmp ftp RSTO 852->0 normal,normal
287,flow-000286,icmp,dns,S1,391,473,icmp dns S1 391->473 normal,normal
288,flow-000287,tcp,ftp,REJ,320,70,tcp ftp REJ 320->70 normal,normal
289,flow-000288,icmp,other,RSTR,781,248,icmp other RSTR 781->248 normal,normal
290,flow-000289,tcp,ftp,S0,1050,365,tcp ftp S0 1050->365 normal,normal
291,flow-000290,tcp,smtp,RSTO,592,690,tcp smtp RSTO 592->690 normal,normal
292,flow-000291,icmp,other,RSTR,1113,20,icmp other RSTR 1113->20 attack,attack
293,flow-000292,tcp,http,S1,1303,1381,tcp http S1 1303->1381 normal,normal
294,flow-000293,tcp,ftp,S1,136,915,tcp ftp S1 136->915 normal,normal
295,flow-000294,udp,dns,S0,53,1764,udp dns S0 53->1764 normal,normal
296,flow-000295,udp,ftp,RSTO,665,1363,udp ftp RSTO 665->1363 normal,normal
297,flow-000296,icmp,ssl,REJ,1307,638,icmp ssl REJ 1307->638 attack,attack
298,flow-000297,tcp,other,S0,1449,702,tcp other S0 1449->702 normal,normal
299,flow-000298,icmp,other,RSTR,1428,1612,icmp other RSTR 1428->1612 normal,normal
300,flow-000299,icmp,ssl,RSTR,614,264,icmp ssl RSTR 614->264 normal,normal
301,flow-000300,udp,ftp,S0,665,549,udp ftp S0 665->549 attack,attack
302,flow-000301,tcp,http,REJ,1362,567,tcp http REJ 1362->567 normal,normal
303,flow-000302,tcp,smtp,S0,1303,494,tcp smtp S0 1303->494 normal,normal
304,flow-000303,icmp,ftp,RSTR,287,356,icmp ftp RSTR 287->356 normal,normal
305,flow-000304,udp,smtp,SF,679,1825,udp smtp SF 679->1825 normal,normal
306,flow-000305,icmp,ftp,RSTR,1024,406,icmp ftp RSTR 1024->406 normal,normal
307,flow-000306,udp,smtp,SF,605,14,udp smtp SF 605->14 normal,normal
308,flow-000307,tcp,other,RSTO,398,340,tcp other RSTO 398->340 normal,normal
309,flow-000308,udp,other,RSTO,626,305,udp other RSTO 626->305 normal,normal
310,flow-000309,icmp,dns,SF,1127,1130,icmp dns SF 1127->1130 normal,normal
311,flow-000310,tcp,http,RSTO,122,1023,tcp http RSTO 122->1023 normal,normal
312,flow-000311,icmp,ssl,REJ,446,560,icmp ssl REJ 446->560 normal,normal
313,flow-000312,icmp,ssl,REJ,563,1099,icmp ssl REJ 563->1099 normal,normal
314,flow-000313,icmp,other,RSTR,1320,645,icmp other RSTR 1320->645 normal,normal
315,flow-000314,udp,ssh,S1,741,51,udp ssh S1 741->51 normal,normal
316,flow-000315,udp,ssl,SF,599,967,udp ssl SF 599->967 normal,normal
317,flow-000316,udp,other,REJ,391,1002,udp other REJ 391->1002 normal,normal
318,flow-000317,tcp,ssh,REJ,451,987,tcp ssh REJ 451->987 normal,normal
319,flow-000318,tcp,ssh,RSTR,1222,1023,tcp ssh RSTR 1222->1023 normal,normal
320,flow-000319,icmp,dns,S0,27,625,icmp dns S0 27->625 normal,normal
321,flow-000320,icmp,other,REJ,309,1003,icmp other REJ 309->1003 normal,normal
322,flow-000321,icmp,other,S1,1440,1467,icmp other S1 1440->1467 normal,normal
323,flow-000322,tcp,http,RSTO,1112,612,tcp http RSTO 1112->612 attack,attack
324,flow-000323,icmp,other,RSTO,628,613,icmp other RSTO 628->613 normal,normal
325,flow-000324,udp,http,S0,106,1225,udp http S0 106->1225 normal,normal
326,flow-000325,udp,ftp,S0,605,1238,udp ftp S0 605->1238 normal,normal
